idx,y_true,y_pred,dimension_label,response,raw,dim_pred
2459,0,0,14_show_up,I think reliability is important.,"Other, 0","NA, 99"
2460,0,0,14_show_up,I’m very organized about my commitments and appointments.,"14_show_up, 0",14_show_up
2461,0,0,14_show_up,I show up for my therapy appointments weekly.,"14_show_up, 0",14_show_up
2462,0,0,14_show_up,I don’t miss medical appointments.,"14_show_up, 0",14_show_up
2463,0,0,14_show_up,I always show up for volunteer shifts.,"14_show_up, 0",14_show_up
2464,0,0,14_show_up,I’m very consistent with my professional meetings.,"14_show_up, 0",14_show_up
2465,0,0,14_show_up,I never bail on social plans without good reason.,"14_show_up, 0",14_show_up
2466,0,1,14_show_up,I feel guilty if I cancel something.,"2_mood, 1",2_mood
2467,0,0,14_show_up,I prioritize showing up even when I’m tired.,"14_show_up, 0",14_show_up
2468,0,0,14_show_up,I keep a daily planner to stay on track.,"14_show_up, 0",14_show_up
2469,0,0,14_show_up,I’m committed to everything I agree to.,"14_show_up, 0",14_show_up
2470,0,0,14_show_up,I don’t miss my gym classes or study sessions.,"14_show_up, 0",14_show_up
2471,0,0,14_show_up,I don’t need reminders—I’m already there.,"14_show_up, 0",14_show_up
2472,0,0,14_show_up,I arrive early to doctor appointments.,"14_show_up, 0",14_show_up
2473,0,0,14_show_up,I always show up to family events I’ve committed to.,"14_show_up, 0",14_show_up
2474,0,0,14_show_up,I take appointments seriously.,"14_show_up, 0",14_show_up
2475,0,0,14_show_up,I hold myself accountable to commitments.,"14_show_up, 0",14_show_up
2476,0,0,14_show_up,I make appointments a priority.,"14_show_up, 0",14_show_up
2477,0,0,14_show_up,I’m consistent and punctual by nature.,"14_show_up, 0",14_show_up
2478,0,0,14_show_up,I adjust other plans to meet obligations.,"14_show_up, 0",14_show_up
2479,0,0,14_show_up,I don’t skip out on scheduled events.,"14_show_up, 0",14_show_up
2480,0,0,14_show_up,I don’t miss appointments even if I’m tired.,"14_show_up, 0",14_show_up
2481,0,0,14_show_up,My friends usually do not need to wait for me for our gatherings.,"14_show_up, 0",14_show_up
2482,0,0,14_show_up,I’ve never had issues with showing up.,"14_show_up, 0",14_show_up
2483,0,0,14_show_up,I structure my day around obligations.,"14_show_up, 0",14_show_up
2484,0,0,14_show_up,I always make it to work meetings.,"14_show_up, 0",14_show_up
2485,0,0,14_show_up,I make sure to attend even short appointments.,"14_show_up, 0",14_show_up
2486,0,0,14_show_up,I never cancel appointments without good reason.,"14_show_up, 0",14_show_up
2487,0,0,14_show_up,I value my commitment to others.,"14_show_up, 0",14_show_up
2488,0,0,14_show_up,I never miss events that I RSVP to.,"14_show_up, 0",14_show_up
2489,1,1,14_show_up,I skip some of my appointments.,"14_show_up, 1",14_show_up
2490,1,1,14_show_up,I did not go to some appointments.,"14_show_up, 1",14_show_up
2491,1,1,14_show_up,I don't want to go to appointments.,"14_show_up, 1",14_show_up
2492,1,1,14_show_up,I don't want to go out for appointments.,"14_show_up, 1",14_show_up
2493,1,1,14_show_up,Sometimes I forget to attend my appointments.,"14_show_up, 1",14_show_up
2494,1,2,14_show_up,I am not willing to attend appointments.,"14_show_up, 2",14_show_up
2495,1,1,14_show_up,I don't like going out for appointments.,"14_show_up, 1",14_show_up
2496,1,1,14_show_up,I tend to stay at home instead of going to appointments.,"14_show_up, 1",14_show_up
2497,1,1,14_show_up,I am tired of going to appointments.,"14_show_up, 1",14_show_up
2498,1,1,14_show_up,I skip appointments when I feel overwhelmed.,"14_show_up, 1",14_show_up
2499,1,1,14_show_up,I sometimes forget I even had something scheduled.,"14_show_up, 1",14_show_up
2500,1,1,14_show_up,I occasionally cancel appointments last minute.,"14_show_up, 1",14_show_up
2501,1,1,14_show_up,I have missed a few obligations recently.,"14_show_up, 1",14_show_up
2502,1,1,14_show_up,I’ve been inconsistent with showing up.,"14_show_up, 1",14_show_up
2503,1,1,14_show_up,I’m trying to improve my attendance.,"14_show_up, 1",14_show_up
2504,1,1,14_show_up,I want to be better about keeping appointments.,"14_show_up, 1",14_show_up
2505,1,1,14_show_up,I have trouble following through some days.,"14_show_up, 1",14_show_up
2506,1,1,14_show_up,I sometimes just don't have the energy.,"2_mood, 1",2_mood
2507,1,1,14_show_up,"I try to go, but I’m not always successful.","14_show_up, 1",14_show_up
2508,1,1,14_show_up,I forget appointments unless I’m reminded.,"14_show_up, 1",14_show_up
2509,1,1,14_show_up,I cancel when I feel too anxious to go.,"14_show_up, 1",14_show_up
2510,1,1,14_show_up,I miss occasional work meetings.,"14_show_up, 1",14_show_up
2511,1,1,14_show_up,I show up for most things but not everything.,"14_show_up, 1",14_show_up
2512,1,1,14_show_up,I need help staying accountable.,"14_show_up, 1",14_show_up
2513,1,1,14_show_up,I miss appointments when I feel too low.,"14_show_up, 1",14_show_up
2514,1,1,14_show_up,I feel overwhelmed and skip obligations sometimes.,"14_show_up, 1",14_show_up
2515,1,1,14_show_up,I occasionally run late to appointments.,"14_show_up, 1",14_show_up
2516,1,1,14_show_up,I’m not very organized with my calendar.,"14_show_up, 1",14_show_up
2517,1,1,14_show_up,I tend to miss early morning obligations.,"14_show_up, 1",14_show_up
2518,1,1,14_show_up,I’m inconsistent when it comes to follow-through.,"14_show_up, 1",14_show_up
2519,1,1,14_show_up,I procrastinate and sometimes miss scheduled things.,"14_show_up, 1",14_show_up
2520,1,1,14_show_up,I flake occasionally on my responsibilities.,"14_show_up, 1",14_show_up
2521,1,1,14_show_up,I miss things when my schedule gets too packed.,"14_show_up, 1",14_show_up
2522,1,1,14_show_up,I overcommit and can’t always follow through.,"14_show_up, 1",14_show_up
2523,1,1,14_show_up,I let myself skip things when I’m tired.,"14_show_up, 1",14_show_up
2524,1,1,14_show_up,I get distracted and forget appointments.,"14_show_up, 1",14_show_up
2525,1,1,14_show_up,I need multiple reminders to remember obligations.,"14_show_up, 1",14_show_up
2526,1,1,14_show_up,I cancel when I don’t feel up to it.,"14_show_up, 1",14_show_up
2527,1,1,14_show_up,I sometimes avoid obligations I don’t enjoy.,"14_show_up, 1",14_show_up
2528,1,1,14_show_up,"I try not to skip things, but it happens.","14_show_up, 1",14_show_up
2529,1,1,14_show_up,I’m not proud of how often I reschedule.,"14_show_up, 1",14_show_up
2530,1,1,14_show_up,"I attend some appointments, but not all.","14_show_up, 1",14_show_up
2531,1,1,14_show_up,I’ve skipped some important meetings lately.,"14_show_up, 1",14_show_up
2532,1,1,14_show_up,I’ve ghosted a few obligations unintentionally.,"14_show_up, 1",14_show_up
2533,1,0,14_show_up,I try my best but fall short sometimes.,"Other, 0","NA, 99"
2534,1,1,14_show_up,I’m working on showing up more consistently.,"14_show_up, 1",14_show_up
2535,1,0,14_show_up,I need to improve my routine.,"Other, 0","NA, 99"
2536,1,1,14_show_up,I have trouble staying motivated to go.,"14_show_up, 1",14_show_up
2537,1,1,14_show_up,I sometimes avoid showing up out of stress.,"14_show_up, 1",14_show_up
2538,1,1,14_show_up,I hate that I’ve skipped things people expected me at.,"14_show_up, 1",14_show_up
2539,1,0,14_show_up,I wish I had more consistency.,"Other, 0","NA, 99"
2540,1,1,14_show_up,I forget appointments when I’m overwhelmed.,"14_show_up, 1",14_show_up
2541,1,1,14_show_up,I cancel plans when I feel emotionally drained.,"14_show_up, 1",14_show_up
2542,1,1,14_show_up,I struggle with planning ahead.,"17_problem, 1",17_problem
2543,1,1,14_show_up,"I try to follow through, but life gets in the way.","14_show_up, 1",14_show_up
2544,1,1,14_show_up,I don’t prioritize my obligations as I should.,"17_problem, 1",17_problem
2545,1,1,14_show_up,I miss things when my mental health dips.,"14_show_up, 1",14_show_up
2546,1,2,14_show_up,I often snooze reminders and miss appointments.,"14_show_up, 2",14_show_up
2547,1,1,14_show_up,I’ve recently missed a couple of appointments.,"14_show_up, 1",14_show_up
2548,1,1,14_show_up,I didn’t go to my last scheduled meeting.,"14_show_up, 1",14_show_up
2549,1,1,14_show_up,I avoid going out even when I should.,"14_show_up, 1",14_show_up
2550,1,0,14_show_up,I’m trying to rebuild my routine.,"17_problem, 0",17_problem
2551,1,1,14_show_up,I miss things when I lose track of time.,"14_show_up, 1",14_show_up
2552,1,1,14_show_up,I have difficulty committing to plans.,"14_show_up, 1",14_show_up
2553,1,1,14_show_up,I know I need to show up more.,"14_show_up, 1",14_show_up
2554,1,1,14_show_up,I bail when I get anxious.,"32_coping, 1",32_coping
2555,1,1,14_show_up,I want to be better about my obligations.,"14_show_up, 1",14_show_up
2556,1,1,14_show_up,I sometimes ghost plans unintentionally.,"14_show_up, 1",14_show_up
2557,2,2,14_show_up,It is not possible for me to attend appointments.,"14_show_up, 2",14_show_up
2558,2,1,14_show_up,I hate going out for appointments.,"14_show_up, 1",14_show_up
2559,2,1,14_show_up,I struggle to balance everything.,"13_work_life, 1",13_work_life
2560,2,1,14_show_up,I don’t give notice when I cancel.,"14_show_up, 1",14_show_up
2561,2,2,14_show_up,I never show up to appointments.,"14_show_up, 2",14_show_up
2562,2,2,14_show_up,I constantly skip my scheduled obligations.,"14_show_up, 2",14_show_up
2563,2,2,14_show_up,I’ve stopped making appointments altogether.,"14_show_up, 2",14_show_up
2564,2,2,14_show_up,I ignore my calendar completely.,"14_show_up, 2",14_show_up
2565,2,2,14_show_up,I cancel everything last minute.,"14_show_up, 2",14_show_up
2566,2,2,14_show_up,I feel paralyzed by the thought of showing up.,"14_show_up, 2",14_show_up
2567,2,2,14_show_up,I don’t even check when my appointments are.,"14_show_up, 2",14_show_up
2568,2,1,14_show_up,Why should I be responsible to show up to all these shitty appointments.,"14_show_up, 1",14_show_up
2569,2,2,14_show_up,I’ve missed all my recent commitments.,"14_show_up, 2",14_show_up
2570,2,2,14_show_up,I don't give a shit to the oppointments.,"14_show_up, 2",14_show_up
2571,2,2,14_show_up,I don’t remember the last time I showed up for anything.,"14_show_up, 2",14_show_up
2572,2,1,14_show_up,I don't care about appointments.,"14_show_up, 1",14_show_up
2573,2,1,14_show_up,I don’t reply to invitations anymore.,"6_talk, 1",6_talk
2574,2,1,14_show_up,I follow my heart not the schedule to show up for oppointments.,"14_show_up, 1",14_show_up
2575,2,2,14_show_up,I can’t bring myself to go anywhere.,"14_show_up, 2",14_show_up
2576,2,1,14_show_up,Appointments? Not exactly at the top of my list.,"14_show_up, 1",14_show_up
2577,2,2,14_show_up,I actively avoid people and plans.,"6_talk, 2",6_talk
2578,2,1,14_show_up,I would rather stay in bed than going to appointments.,"14_show_up, 1",14_show_up
2579,2,2,14_show_up,I’ve skipped every appointment this month.,"14_show_up, 2",14_show_up
2580,2,2,14_show_up,I let people down constantly by not showing up.,"14_show_up, 2",14_show_up
2581,2,2,14_show_up,I’ve stopped trying to commit to anything.,"14_show_up, 2",14_show_up
2582,2,1,14_show_up,I ignore reminders and notifications.,"14_show_up, 1",14_show_up
2583,2,2,14_show_up,I feel no motivation to attend anything.,"31_motivation, 2",31_Motivation
2584,2,1,14_show_up,I don’t answer calls or texts about meetings.,"14_show_up, 1",14_show_up
2585,2,2,14_show_up,"I say yes, but I don’t show up.","14_show_up, 2",14_show_up
2586,2,2,14_show_up,I lie about attending things but never go.,"14_show_up, 2",14_show_up
2587,2,2,14_show_up,It just too much for me to show up for appointments.,"14_show_up, 2",14_show_up
2588,2,2,14_show_up,I miss every work meeting.,"14_show_up, 2",14_show_up
2589,2,1,14_show_up,I hate being responsible for these obligations.,"14_show_up, 1",14_show_up
2590,2,2,14_show_up,I’ve lost interest in any form of structure.,"2_mood, 2",2_mood
2591,2,2,14_show_up,I’m always late or completely absent.,"14_show_up, 2",14_show_up
2592,2,2,14_show_up,I can’t manage basic obligations.,"14_show_up, 2",14_show_up
2593,2,2,14_show_up,"I never show up, even when I plan to.","14_show_up, 2",14_show_up
2594,2,2,14_show_up,I completely shut down and avoid people.,"6_talk, 2",6_talk
2595,2,2,14_show_up,I’m too overwhelmed to function and to the appointments.,"14_show_up, 2",14_show_up
2596,2,2,14_show_up,I stay home regardless of obligations.,"14_show_up, 2",14_show_up
2597,2,1,14_show_up,I miss important deadlines and meetings.,"14_show_up, 1",14_show_up
2598,2,2,14_show_up,I ignore appointments even if they’re important.,"14_show_up, 2",14_show_up
2599,2,2,14_show_up,I’ve given up trying to keep commitments.,"14_show_up, 2",14_show_up
2600,2,2,14_show_up,I can’t show up even if I want to.,"14_show_up, 2",14_show_up
2601,2,2,14_show_up,I’ve skipped out on medical appointments for months.,"4_care, 2",4_care
2602,2,1,14_show_up,I'm terrible at showing up on time - what tricks do you use to stay punctual?,"14_show_up, 1",14_show_up
2603,2,1,14_show_up,I haven’t seen my therapist in weeks.,"4_care, 1",4_care
2604,2,2,14_show_up,I haven’t followed through on anything lately.,"14_show_up, 2",14_show_up
2605,2,2,14_show_up,I never follow through with scheduled plans.,"14_show_up, 2",14_show_up
2606,2,1,14_show_up,I don’t respond to emails or invitations.,"6_talk, 1",6_talk
2607,2,2,14_show_up,I don’t see the point in going to appointments.,"14_show_up, 2",14_show_up
2608,2,1,14_show_up,"I feel guilty for skipping, but I still do.","14_show_up, 1",14_show_up
2609,2,2,14_show_up,I have no energy to go anywhere.,"2_mood, 2",2_mood
2610,2,2,14_show_up,I isolate myself completely.,"6_talk, 2",6_talk
2611,2,2,14_show_up,I’ve been avoiding all social contact.,"6_talk, 2",6_talk
2612,2,2,14_show_up,I’ve lost count of how many things I’ve missed.,"14_show_up, 2",14_show_up
2613,2,1,14_show_up,I don’t think I can keep up with responsibilities.,"30_productivity, 1",30_productivity
2614,2,2,14_show_up,I’ve stopped booking things because I won’t show.,"14_show_up, 2",14_show_up
2615,2,2,14_show_up,I stopped replying to invites entirely.,"6_talk, 2",6_talk
2616,2,2,14_show_up,I’ve been a no-show more times than I can admit.,"14_show_up, 2",14_show_up
2617,2,2,14_show_up,I haven’t made any effort to show up.,"14_show_up, 2",14_show_up
2618,2,2,14_show_up,I avoid anything that involves a schedule.,"14_show_up, 2",14_show_up
2619,2,1,14_show_up,I feel like I’m letting everyone down.,"2_mood, 1",2_mood
2620,2,2,14_show_up,I skip everything on purpose.,"14_show_up, 2",14_show_up
2621,2,0,14_show_up,I don’t know how to re-engage again.,"Other, 0","NA, 99"
2622,2,2,14_show_up,I’m too exhausted to meet any obligations.,"14_show_up, 2",14_show_up
2623,2,2,14_show_up,I don’t care about appointments anymore.,"14_show_up, 2",14_show_up
2624,2,2,14_show_up,I haven’t left the house in weeks.,"25_community, 2",25_community
2625,2,1,14_show_up,I keep ghosting important events.,"14_show_up, 1",14_show_up
2626,2,1,14_show_up,I feel disconnected from responsibilities.,"31_motivation, 1",31_Motivation
2627,2,2,14_show_up,I have zero motivation to show up anywhere.,"14_show_up, 2",14_show_up
2628,2,2,14_show_up,I’ve stopped trying to keep promises.,"14_show_up, 2",14_show_up
2629,2,2,14_show_up,I avoid the pressure of showing up entirely.,"14_show_up, 2",14_show_up
2630,0,0,15_finance,My finance situation is good.,"15_finance, 0",15_finance
2631,0,0,15_finance,I am in a good financial situation.,"15_finance, 0",15_finance
2632,0,0,15_finance,My financial situation is good.,"15_finance, 0",15_finance
2633,0,0,15_finance,I make good investment.,"15_finance, 0",15_finance
2634,0,0,15_finance,I think everything is good about my finance.,"15_finance, 0",15_finance
2635,0,0,15_finance,I don't think there is any problem with my finance.,"15_finance, 0",15_finance
2636,0,0,15_finance,I don't worry about my finance situation.,"15_finance, 0",15_finance
2637,0,0,15_finance,I am cofident for my finance situation.,"15_finance, 0",15_finance
2638,0,0,15_finance,I am convinced that my finance situation is good.,"15_finance, 0",15_finance
2639,0,0,15_finance,I have steady income and savings.,"15_finance, 0",15_finance
2640,0,0,15_finance,I feel financially secure.,"15_finance, 0",15_finance
2641,0,0,15_finance,I have no concerns about my spending.,"15_finance, 0",15_finance
2642,0,0,15_finance,I stay within my budget.,"15_finance, 0",15_finance
2643,0,0,15_finance,I track my expenses regularly.,"15_finance, 0",15_finance
2644,0,0,15_finance,I don’t have any debt.,"15_finance, 0",15_finance
2645,0,0,15_finance,My finances are well-managed.,"15_finance, 0",15_finance
2646,0,0,15_finance,I save money each month.,"15_finance, 0",15_finance
2647,0,0,15_finance,I make smart financial choices.,"15_finance, 0",15_finance
2648,0,0,15_finance,I live comfortably within my means.,"15_finance, 0",15_finance
2649,0,0,15_finance,I’ve paid off all my debts.,"15_finance, 0",15_finance
2650,0,0,15_finance,I’ve built a solid emergency fund.,"15_finance, 0",15_finance
2651,0,0,15_finance,I don’t overspend.,"15_finance, 0",15_finance
2652,0,0,15_finance,I'm a skilled stock investor.,"15_finance, 0",15_finance
2653,0,0,15_finance,I review my budget monthly.,"15_finance, 0",15_finance
2654,0,0,15_finance,I have solid expertise in stock investing.,"15_finance, 0",15_finance
2655,0,0,15_finance,I don’t worry about bills.,"15_finance, 0",15_finance
2656,0,0,15_finance,I consistently make profitable stock investments.,"15_finance, 0",15_finance
2657,0,0,15_finance,I always pay my credit card on time.,"15_finance, 0",15_finance
2658,0,0,15_finance,I've been quite successful in futures trading.,"15_finance, 0",15_finance
2659,0,0,15_finance,I feel in control of my finances.,"15_finance, 0",15_finance
2660,0,0,15_finance,I've generated substantial profits through futures trading.,"15_finance, 0",15_finance
2661,0,0,15_finance,I make enough money to support my lifestyle.,"15_finance, 0",15_finance
2662,0,0,15_finance,I've had some success trading futures contracts.,"15_finance, 0",15_finance
2663,0,0,15_finance,I feel good about my financial planning.,"15_finance, 0",15_finance
2664,0,0,15_finance,I've made good money trading futures.,"15_finance, 0",15_finance
2665,0,0,15_finance,I have money set aside for the future.,"15_finance, 0",15_finance
2666,0,0,15_finance,I work with professional asset managers.,"12_work, 0",12_work
2667,0,0,15_finance,I manage my finances responsibly.,"15_finance, 0",15_finance
2668,0,0,15_finance,My assets are professionally managed by wealth managers.,"15_finance, 0",15_finance
2669,0,0,15_finance,I’m financially independent.,"15_finance, 0",15_finance
2670,0,0,15_finance,I've got asset managers taking care of my investments.,"15_finance, 0",15_finance
2671,0,0,15_finance,I don’t live paycheck to paycheck.,"15_finance, 0",15_finance
2672,0,0,15_finance,I have asset managers handling my portfolio.,"15_finance, 0",15_finance
2673,0,0,15_finance,I make informed spending decisions.,"15_finance, 0",15_finance
2674,0,0,15_finance,I know exactly where my money goes.,"15_finance, 0",15_finance
2675,0,0,15_finance,I keep my credit score high.,"15_finance, 0",15_finance
2676,0,0,15_finance,I've completed comprehensive self-study in asset management principles through online education.,"30_productivity, 0",30_productivity
2677,0,0,15_finance,I set financial goals and meet them.,"15_finance, 0",15_finance
2678,0,0,15_finance,I've been learning a lot about how to manage assets properly through online research.,"15_finance, 0",15_finance
2679,0,0,15_finance,I avoid unnecessary expenses.,"15_finance, 0",15_finance
2680,0,0,15_finance,I utilize current financial market intelligence to guide data-driven investment choices.,"15_finance, 0",15_finance
2681,0,0,15_finance,I feel confident with my long-term financial plan.,"15_finance, 0",15_finance
2682,0,0,15_finance,I make informed investment decisions based on the latest financial news and market analysis.,"15_finance, 0",15_finance
2683,0,0,15_finance,I budget for both needs and wants.,"15_finance, 0",15_finance
2684,0,0,15_finance,"My best friend is an investment expert, and my assets have been doing great with her advice.","15_finance, 0",15_finance
2685,0,0,15_finance,I’ve never had to worry about running out of money.,"15_finance, 0",15_finance
2686,0,0,15_finance,I'm lucky to have a spouse who's an investment pro - her recommendations have really boosted my portfolio.,"15_finance, 0",15_finance
2687,0,0,15_finance,I balance spending and saving well.,"15_finance, 0",15_finance
2688,0,0,15_finance,I’m building wealth gradually and steadily.,"15_finance, 0",15_finance
2689,0,0,15_finance,I only buy things I truly need.,"15_finance, 0",15_finance
2690,0,0,15_finance,I know how to manage my income.,"15_finance, 0",15_finance
2691,0,0,15_finance,I’m proud of my financial habits.,"15_finance, 0",15_finance
2692,0,0,15_finance,I make sure my bills are always paid.,"15_finance, 0",15_finance
2693,0,0,15_finance,I save for retirement.,"15_finance, 0",15_finance
2694,0,0,15_finance,I invest wisely.,"15_finance, 0",15_finance
2695,0,0,15_finance,I never spend impulsively.,"15_finance, 0",15_finance
2696,0,0,15_finance,I rarely use credit unless necessary.,"15_finance, 0",15_finance
2697,0,0,15_finance,Saving money is one of my hobby.,"15_finance, 0",15_finance
2698,0,0,15_finance,I use financial tools to stay organized.,"15_finance, 0",15_finance
2699,0,0,15_finance,I have no financial stress.,"15_finance, 0",15_finance
2700,0,0,15_finance,I’m happy with my current financial standing.,"15_finance, 0",15_finance
2701,0,0,15_finance,I have multiple income streams.,"15_finance, 0",15_finance
2702,0,0,15_finance,I know how to make my money work for me.,"15_finance, 0",15_finance
2703,0,0,15_finance,I don’t have to cut corners to survive.,"15_finance, 0",15_finance
2704,0,0,15_finance,"I treat money as a tool, not a stressor.","15_finance, 0",15_finance
2705,0,0,15_finance,I’m prepared for unexpected expenses.,"15_finance, 0",15_finance
2706,0,0,15_finance,I can afford my hobbies and interests.,"15_finance, 0",15_finance
2707,0,0,15_finance,I enjoy financial freedom.,"15_finance, 0",15_finance
2708,0,0,15_finance,I donate regularly because I’m financially stable.,"15_finance, 0",15_finance
2709,0,0,15_finance,I meet all my financial obligations.,"15_finance, 0",15_finance
2710,0,0,15_finance,I’ve never had money-related anxiety.,"15_finance, 0",15_finance
2711,0,0,15_finance,I maintain a strong savings habit.,"15_finance, 0",15_finance
2712,0,0,15_finance,I feel financially empowered.,"15_finance, 0",15_finance
2713,0,0,15_finance,I have a clear financial strategy.,"15_finance, 0",15_finance
2714,0,0,15_finance,I am not burdened by money concerns.,"15_finance, 0",15_finance
2715,0,0,15_finance,I’m debt-free and saving for a home.,"15_finance, 0",15_finance
2716,0,0,15_finance,I can afford to travel when I want.,"15_finance, 0",15_finance
2717,0,0,15_finance,I spend mindfully and intentionally.,"15_finance, 0",15_finance
2718,0,0,15_finance,I consult with a financial advisor.,"15_finance, 0",15_finance
2719,0,0,15_finance,I’m satisfied with my income and expenses.,"15_finance, 0",15_finance
2720,1,1,15_finance,I have a little savings.,"15_finance, 1",15_finance
2721,1,1,15_finance,Occasionally relying on unverified tips has led to suboptimal investment outcomes.,"15_finance, 1",15_finance
2722,1,1,15_finance,I don't have enough money to spend.,"15_finance, 1",15_finance
2723,1,1,15_finance,There are problems with my finance situation.,"15_finance, 1",15_finance
2724,1,0,15_finance,I've learned the hard way that acting on hearsay often results in investment mistakes.,"17_problem, 0",17_problem
2725,1,1,15_finance,"I have less budget to spend, but not yet bankrupt.","15_finance, 1",15_finance
2726,1,1,15_finance,"I’m not struggling, but money is tight.","15_finance, 1",15_finance
2727,1,1,15_finance,"I make enough, but I can’t save much.","15_finance, 1",15_finance
2728,1,1,15_finance,I live paycheck to paycheck.,"15_finance, 1",15_finance
2729,1,1,15_finance,I sometimes run out of money by the end of the month.,"15_finance, 1",15_finance
2730,1,1,15_finance,I’ve dipped into savings a few times recently.,"15_finance, 1",15_finance
2731,1,1,15_finance,I have a small emergency fund but it’s not enough.,"15_finance, 1",15_finance
2732,1,1,15_finance,I occasionally overspend.,"15_finance, 1",15_finance
2733,1,1,15_finance,"I’m doing okay, but I can’t afford any big surprises.","15_finance, 1",15_finance
2734,1,1,15_finance,I want to save more but don’t know how.,"15_finance, 1",15_finance
2735,1,1,15_finance,I don’t always stick to my budget.,"15_finance, 1",15_finance
2736,1,0,15_finance,"I enjoy stock trading, though I don’t make money every time.","23_leisure, 0",23_leisure
2737,1,1,15_finance,I wish I had more financial cushion.,"15_finance, 1",15_finance
2738,1,0,15_finance,"Stock trading is a passion of mine, but I’ve learned not every trade is a winner.","23_leisure, 0",23_leisure
2739,1,1,15_finance,I have some credit card debt.,"15_finance, 1",15_finance
2740,1,1,15_finance,I can’t afford vacations or luxuries right now.,"15_finance, 1",15_finance
2741,1,1,15_finance,I have my moments of FOMO-driven trades!,"15_finance, 1",15_finance
2742,1,1,15_finance,I occasionally struggle with impulsive trading behavior.,"15_finance, 1",15_finance
2743,1,1,15_finance,I haven’t been able to build savings.,"15_finance, 1",15_finance
2744,1,1,15_finance,I’m working on reducing emotionally-driven investments in my strategy.,"15_finance, 1",15_finance
2745,1,1,15_finance,I have basic needs covered but not much else.,"15_finance, 1",15_finance
2746,1,1,15_finance,"I try to budget, but things get tight.","15_finance, 1",15_finance
2747,1,1,15_finance,I worry a little about my spending habits.,"15_finance, 1",15_finance
2748,1,1,15_finance,"I’m careful with money, but it still feels like not enough.","15_finance, 1",15_finance
2749,1,2,15_finance,Recent economic conditions have caused my restaurant to operate at a deficit.,"15_finance, 2",15_finance
2750,1,1,15_finance,"I can pay bills, but I don’t have money left for fun.","15_finance, 1",15_finance
2751,1,1,15_finance,The current economic climate has put my restaurant in the red lately.,"15_finance, 1",15_finance
2752,1,1,15_finance,I sometimes feel anxious about expenses.,"15_finance, 1",15_finance
2753,1,1,15_finance,"With how the economy's been due to COVID, my restaurant is barely breaking even these days.","15_finance, 1",15_finance
2754,1,1,15_finance,I’ve had to borrow from family a few times.,"15_finance, 1",15_finance
2755,1,0,15_finance,I cut back on non-essentials to save.,"15_finance, 0",15_finance
2756,1,1,15_finance,I’m doing okay but could be doing better.,"2_mood, 1",2_mood
2757,1,1,15_finance,My kids ask for more and more pocket money for me to afford.,"15_finance, 1",15_finance
2758,1,1,15_finance,"I try to manage my money, but it’s hard.","15_finance, 1",15_finance
2759,1,1,15_finance,I sometimes have to skip small purchases.,"15_finance, 1",15_finance
2760,1,1,15_finance,Our household savings are suffering recently due to uncontrolled spending.,"15_finance, 1",15_finance
2761,1,1,15_finance,I want to improve my financial habits.,"15_finance, 1",15_finance
2762,1,1,15_finance,"I’m not in debt, but I’m not saving either.","15_finance, 1",15_finance
2763,1,1,15_finance,I need to be more disciplined with money.,"15_finance, 1",15_finance
2764,1,1,15_finance,I’ve had to pass on social events due to money.,"15_finance, 1",15_finance
2765,1,1,15_finance,I feel stressed about money occasionally.,"15_finance, 1",15_finance
2766,1,1,15_finance,I’m scraping by but not drowning.,"32_coping, 1",32_coping
2767,1,0,15_finance,I watch my spending closely.,"15_finance, 0",15_finance
2768,1,0,15_finance,I try to stay on top of my bills.,"15_finance, 0",15_finance
2769,1,1,15_finance,I’ve missed a payment once or twice.,"15_finance, 1",15_finance
2770,1,1,15_finance,I wish I had better financial literacy.,"15_finance, 1",15_finance
2771,1,1,15_finance,I sometimes impulse shop and regret it.,"15_finance, 1",15_finance
2772,1,1,15_finance,I need more financial stability.,"15_finance, 1",15_finance
2773,1,1,15_finance,RIP my wallet – those game skins looked so cool but now my savings look depressing!,"15_finance, 1",15_finance
2774,1,1,15_finance,I’ve been using credit more than I should.,"15_finance, 1",15_finance
2775,1,1,15_finance,I worry about not saving enough for the future.,"15_finance, 1",15_finance
2776,1,0,15_finance,I’ve considered getting a side gig.,"Other, 0","NA, 99"
2777,1,0,15_finance,I’ve put off big purchases due to cost.,"15_finance, 0",15_finance
2778,1,1,15_finance,I’ve been overspending on online purchases more than I realized.,"15_finance, 1",15_finance
2779,1,1,15_finance,I try to be frugal but it’s not always enough.,"15_finance, 1",15_finance
2780,1,1,15_finance,I’ve had to cancel plans due to money.,"15_finance, 1",15_finance
2781,1,1,15_finance,I’ve borrowed money from a friend once.,"15_finance, 1",15_finance
2782,1,1,15_finance,I need to build better money habits.,"15_finance, 1",15_finance
2783,1,1,15_finance,I wish I had more financial freedom.,"15_finance, 1",15_finance
2784,1,1,15_finance,I haven’t been saving consistently.,"15_finance, 1",15_finance
2785,1,1,15_finance,I don’t have a strong financial plan.,"15_finance, 1",15_finance
2786,1,1,15_finance,I’m cautious but still feel insecure about money.,"15_finance, 1",15_finance
2787,1,1,15_finance,I feel I could handle finances better.,"15_finance, 1",15_finance
2788,1,0,15_finance,I’ve stopped eating out to cut expenses.,"15_finance, 0",15_finance
2789,1,0,15_finance,"I’m making it work, but it’s a stretch.","Other, 0","NA, 99"
