idx,stage,y_true,y_pred,statement,candidate,raw
119,stage3,0,0,"No. I am involved in a domestic violence case with my husband right now. My husband hit me, and we are in a long-distance relationship. I don't know how to solve the situation. I don't want to divorce. As my friends and family will judge me. You know, my culture. ", Confidential resources can provide a safe space for me to express your concerns and explore some possible options. I need to prioritize my own safety and well-being.,DECISION: 0
120,stage3,0,1,"No. I am involved in a domestic violence case with my husband right now. My husband hit me, and we are in a long-distance relationship. ",I am currently dealing with a domestic violence case involving my husband and need to seek help from trusted person to help me evaluate the situation.,DECISION: 1
121,stage3,0,0,We might engage in risky sexual behaviors. We are aware of the risks but sometimes feel pressured or tempted to not take precautions.,"While I trust myself and my partners, I recognize that using protection is a responsible choice for my health and theirs. ",DECISION: 0
122,stage3,0,0,I might have risky sexual behaviors. I don't have too much experiences in this field. I was just following what my partner said. But it feels wired.,"My feelings of discomfort are valid and important, regardless of my level of experience. It's essential to communicate my boundaries and concerns with my partner. I can seek more information about safe sexual practices and assert what I am comfortable with.",DECISION: 0
123,stage3,0,0,I've been noticing that my productivity at work has decreased recently. I'm struggling to complete tasks on time and often find myself procrastinating or getting distracted by minor issues.,"While I'm experiencing a period of lower productivity, this doesn't define my overall abilities or worth at my job. It's an opportunity to assess what might be impacting my performance and to explore strategies to improve it. Maybe I need to reorganize my workload or take short breaks to maintain focus.",DECISION: 0
124,stage3,1,1," I've been feeling really unproductive at work lately. Despite my efforts, I always seem to be behind on my tasks, and it feels like my colleagues are achieving much more than I am.",Maybe it's not good to make unfair comparisons with colleagues. I feel I am a loser. I am really not productive recently.,DECISION: 1
125,stage3,0,0,"I am not productive recently. Recently, I've been struggling to keep up with my workload at work. It seems like no matter how much I do, there's always more piling up, and I end up feeling overwhelmed and unproductive.","Although I feel not productive enough, I might want to check with others to see if it is true, or I am just push myself too hard.",DECISION: 0
127,stage3,0,0,"I am lossing some motivation about my work now. I recently received feedback on a work project, and although most of it was positive, there was one area where my performance was criticized. Since then, I've been feeling really demotivated about my job.","Instead of seeing the feedback as a personal failure, I can view it as constructive criticism. I can focus on how to improve my work based on the feedback and try to turn it into a possitive step towards my career development.",DECISION: 0
128,stage3,0,0,"Not actually, I am not that motivated for my work. I recently applied for a promotion at work but was turned down. I've been feeling extremely discouraged and starting to doubt my abilities. ",A single rejection doesn't define my entire career or capabilities. I should not loss motivation because of one rejection.,DECISION: 0
129,stage3,0,0,"I don't have a really good coping skill. After a long and stressful day at work, I find myself feeling overwhelmed. I notice that I often resort to sitting on the couch and mindlessly scrolling through social media for hours. I still feel overwhelmed or even more directionless afterward.",As social media doesn't really help me de-stress. I should explore other de-stress methods. Or even look for and learn other coping method from the social media.,DECISION: 0
130,stage3,0,0,"I don't have coping skills. When I face challenges, I notice that my usual response is to isolate myself and ruminate over what happened, often leading to increased anxiety and a sense of hopelessness.","Recognizing that rumination is not the only coping strategy available to me is the first step in improving my situation. While it's true that reflecting on my actions can be helpful in certain situations, such as when I've made a mistake, it's also important to acknowledge that constant rumination, especially when it leads to increased anxiety and hopelessness, isn't beneficial. I can explore alternative coping methods that might be more effective and less detrimental to my mental health. ",DECISION: 0
131,stage3,0,0,I don't know what are coping skills. I am not sure what is counted as coping skills. ,"I recognized that I might already be using coping skills without being aware of them.  By starting to take notes on what I do when I'm stressed or anxious, I can identify and understand my current coping mechanisms. ",DECISION: 0
132,stage3,0,0,"I've been feeling overwhelmed with stress at work and at home. Last night, after a particularly difficult day, I found myself scratching my arm with my nails, causing some redness and minor injury.","I am going through a tough time, but there are healthier ways to cope with my stress. I should watch out my self-injuries behaviours.",DECISION: 0
133,stage3,0,0,"Last week, after a major argument with my family, I felt so distressed and alone that I punched the walls as a way to escape my pain.","I am experiencing extremely difficult emotions right now, but there are people who can help me through this. I don't have to face this alone.",DECISION: 0
134,stage3,1,1,"Yes, I tried to hurt myself. My boyfriend just broke up with me. He deleted my contact information and blocked me. I cannot get in touch with him by any chance. I am hopeless. I love him so much. I feel it is the end of the world and I don't know how can I live without him. We have been with each other so long. And he just disappeared.",I feel painful. If he comes back to me I can feel better.,DECISION: 1
135,stage3,0,0,I have been arrested. I was drunk driving and got caught.,I shouldn't drink and drive. Maybe tell a friend to watch me and enforce it.,DECISION: 0
136,stage3,1,1,I got arrested because I had a fight with someone on the street. I punched the guy because he insulted me.,No one can challenge my authority and damage my face. I don't allow anyone to insult me. Or I'll give him a taste of my fist. ,DECISION: 1
137,stage3,0,0,I got a ticket because hit and ran. I hit into the front car when I left work last week. I was super tired and my mind was not clear. I was so scared after the accident.,"I was really scared and unsure when I fled the accident scene, but I know now that wasn't the right move. Facing tough stuff head-on is key, even when it's scary. We all mess up, but it's how we deal with those mistakes that really shows who we are. I can't undo what happened, but I can definitely make things right and learn from it.",DECISION: 0
138,stage3,0,0, I was recently given a speeding ticket. I was driving above the speed limit on my way to an important meeting. I feel extremely frustrated and angry at myself for not being more careful.,"So, I got a speeding ticket. Bummer, right? But, it's a good wake-up call to drive safer. We all slip up sometimes, and this ticket isn't the whole story of my driving or who I am.",DECISION: 0
140,stage3,0,0,"Recently, I've been neglecting my personal hygiene. I skip showers, don't change clothes often, and sometimes forget to brush my teeth. I've been feeling down and unmotivated, and it just feels like too much effort to take care of myself.","Though it's a challenge to get started, taking care of my hygiene is a form of self-respect and self-care. ",DECISION: 0
141,stage3,0,0,"Lately, during the winter time I've been really slack with my personal hygiene. I sometimes go a few days without showering and often wear the same clothes repeatedly. It is cold after shower.",I realize now that my personal hygiene affects more than just how I smell or sweat. The increase in acne is a clear sign that my skin needs more consistent care. Maintaining good hygiene is also related to my health and other stuffs.,DECISION: 0
142,stage3,1,1,"For the past few weeks, I've been working from home and I find myself staying in pajamas all day. I haven't been combing my hair or even washing my face regularly. It's just me at home and I don't need to turn on my camera during my Zoom meetings, so I keep thinking, why bother?",I don't care my apperance if I just stay at home. It doesn't matter.,DECISION: 1
143,stage3,0,0,I haven't really exercised in weeks. I've been super busy with work and just can't find the time. Every evening I just feel too drained to even think about working out.,"So, maybe I can approach this differently. I can start with something easy. Like walk or take stairs instead of driving to everywhere and taking elevators all the time.",DECISION: 0
144,stage3,0,0,I don't exercise for a while. I am too fat. I feel awkward to go to the gym.,Going to regular gyms makes me feel uncomfortable and self-concious. But I can try to find a community that fits me better.,DECISION: 0
145,stage3,0,0,"Right, so I haven't exercised in months. I got really busy with work and just fell out of my routine. Now, when I think about starting again, it just feels overwhelming. I used to be so good at sticking to my workout schedule.","So, how about this: Starting to exercise again, even if it's just a little bit at a time, is still a step in the right direction. It's not about getting back to some past level immediately; it's about building healthy habits again.",DECISION: 0
