idx,y_true,y_pred,dimension_label,response,raw
2323,1,1,13_work_life,I’ve only had one day off this month.,"5_work_dayoff, 1"
2324,1,1,13_work_life,I sometimes feel like I’m always working.,"5_work_dayoff, 1"
2325,1,1,13_work_life,I’ve taken only half-days lately.,"15_productivity, 1"
2326,1,1,13_work_life,I get stressed when I think about time off.,"5_work_dayoff, 1"
2327,1,1,13_work_life,"I take breaks, but they aren’t restful.","16_coping, 1"
2328,1,1,13_work_life,I take time off but end up working anyway.,"5_work_dayoff, 1"
2329,1,1,13_work_life,I need a vacation but haven’t scheduled one.,"5_work_dayoff, 1"
2330,1,1,13_work_life,I want to rest but keep delaying it.,"5_sleep, 1"
2331,1,1,13_work_life,I work through holidays sometimes.,"5_work_dayoff, 1"
2332,1,0,13_work_life,I squeeze in short breaks between meetings.,"16_coping, 0"
2333,1,1,13_work_life,"I take microbreaks, but it’s not enough.","5_work_dayoff, 1"
2334,1,1,13_work_life,I’ve been putting off using my PTO.,"5_work_dayoff, 1"
2335,1,1,13_work_life,"I haven’t relaxed in a long time, but it's OK for me.","16_coping, 1"
2336,1,1,13_work_life,I take care of chores instead of relaxing.,"5_work_dayoff, 1"
2337,1,1,13_work_life,I think about work even when I’m not working.,"5_work_dayoff, 1"
2338,1,0,13_work_life,I plan to rest after this busy period.,"5_work_dayoff, 0"
2339,1,1,13_work_life,I’ve taken some breaks but not enough.,"5_work_dayoff, 1"
2340,1,1,13_work_life,I know rest is important but can’t prioritize it.,"5_sleep, 1"
2341,1,1,13_work_life,I have unused vacation days piling up.,"5_work_dayoff, 1"
2342,2,1,13_work_life,I really need a break but haven’t made time for one yet.,"5_work_dayoff, 1"
2343,2,1,13_work_life,I often forget to take breaks.,"5_work_dayoff, 1"
2344,2,1,13_work_life,I want more time to unwind.,"16_coping, 1"
2345,2,1,13_work_life,I’m mentally tired but keep working.,"15_productivity, 1"
2346,2,1,13_work_life,I feel like my work-life balance is slipping.,"5_work_dayoff, 1"
2347,2,1,13_work_life,I am exhausted but still working full-time.,"5_work, 1"
2348,2,1,13_work_life,I find it hard to switch off.,"5_sleep, 1"
2349,2,1,13_work_life,I’ve postponed my vacation multiple times.,"5_work_dayoff, 1"
2350,2,2,13_work_life,I don’t rest until I crash.,"5_sleep, 2"
2351,2,1,13_work_life,I feel bad asking for time off.,"5_work_dayoff, 1"
2352,2,1,13_work_life,I don't ask for days off.,"5_work_dayoff, 1"
2353,2,1,13_work_life,I don't have a vacation for a long time.,"5_work_dayoff, 1"
2354,2,1,13_work_life,I am too busy to take a break.,"5_work_dayoff, 1"
2355,2,1,13_work_life,I have no time to take a vacation.,"5_work_dayoff, 1"
2356,2,1,13_work_life,It's been a long time from last vacation.,"5_work_dayoff, 1"
2357,2,1,13_work_life,I just don't have spare time to take a vacation.,"5_work_dayoff, 1"
2358,2,1,13_work_life,I feel guilty when I rest.,"5_work_dayoff, 1"
2359,2,1,13_work_life,I don’t have time for hobbies.,"11_hobbies, 1"
2360,2,1,13_work_life,I need help managing work and downtime.,"5_work_dayoff, 1"
2361,2,2,13_work_life,I’m stuck in “go” mode all the time.,"1_mood, 2"
2362,2,1,13_work_life,I only rest when I burn out.,"5_work_dayoff, 1"
2363,2,1,13_work_life,I don't ask for days off and I don't know how to ask.,"5_work_dayoff, 1"
2364,2,1,13_work_life,I haven't had a break for a long time.,"5_work_dayoff, 1"
2365,2,1,13_work_life,"I am too busy to take a break, although I know I need to rest.","5_work_dayoff, 1"
2366,2,1,13_work_life,It's been a long time since my last vacation.,"5_work_dayoff, 1"
2367,2,1,13_work_life,I don’t dare to use my PTO because I’m afraid of being laid off.,"5_work_dayoff, 1"
2368,2,2,13_work_life,I haven’t had a single day off this year.,"5_work_dayoff, 2"
2369,2,1,13_work_life,"I don't want to be laid off, so I even go to office during Christmas.","5_work_dayoff, 1"
2370,2,1,13_work_life,I don’t believe in taking breaks.,"5_work_dayoff, 1"
2371,2,1,13_work_life,"I always feel like I’m behind, so I keep working and trying not to take any breaks.","5_work_dayoff, 1"
2372,2,2,13_work_life,I’m overwhelmed and have no space for rest.,"5_work_dayoff, 2"
2373,2,1,13_work_life,I feel guilty taking any time off.,"5_work_dayoff, 1"
2374,2,2,13_work_life,I haven’t rested in months.,"5_sleep, 2"
2375,2,1,13_work_life,"I work every day, even on weekends.","5_work_dayoff, 1"
2376,2,1,13_work_life,I never schedule time for myself.,"5_work_dayoff, 1"
2377,2,1,13_work_life,I don’t remember what a vacation feels like.,"5_work_dayoff, 1"
2378,2,1,13_work_life,I can’t afford to take time off.,"5_work_dayoff, 1"
2379,2,1,13_work_life,I’m stuck in survival mode for my work for a while.,"15_work_motivation, 1"
2380,2,2,13_work_life,I’m constantly stressed and don’t stop.,"1_mood, 2"
2381,2,1,13_work_life,I work through holidays and weekends.,"5_work_dayoff, 1"
2382,2,1,13_work_life,I haven’t paused in so long.,"5_work_dayoff, 1"
2383,2,1,13_work_life,I feel trapped in my work routine.,"5_work, 1"
2384,2,0,13_work_life,I wake up and immediately start working.,"15_work_motivation, 0"
2385,2,1,13_work_life,I ignore signs that I need rest.,"5_sleep, 1"
2386,2,2,13_work_life,I’m burned out but can’t stop.,"5_work_dayoff, 2"
2387,2,1,13_work_life,I’m under too much pressure to take breaks.,"5_work_dayoff, 1"
2388,2,1,13_work_life,I don’t have the freedom to step away from work.,"5_work_dayoff, 1"
2389,2,1,13_work_life,I feel like my job won’t allow any downtime.,"5_work_dayoff, 1"
2390,2,2,13_work_life,I’m completely drained.,"1_mood, 2"
2391,2,2,13_work_life,I work 12+ hours a day without breaks.,"5_work_dayoff, 2"
2392,2,1,13_work_life,I don’t even think about rest anymore.,"5_work_dayoff, 1"
2393,2,2,13_work_life,I feel like I’m losing myself to work.,"5_work_dayoff, 2"
2394,2,1,13_work_life,I miss important life moments due to work.,"5_work_dayoff, 1"
2395,2,1,13_work_life,I don’t have balance—just work.,"5_work_dayoff, 1"
2396,2,1,13_work_life,I never make time for vacations.,"5_work_dayoff, 1"
2397,2,1,13_work_life,I don’t see rest as a priority.,"5_work_dayoff, 1"
2398,2,1,13_work_life,I avoid rest because it feels unproductive.,"5_work_dayoff, 1"
2399,2,1,13_work_life,I ignore my body when it asks for rest.,"5_sleep, 1"
2400,2,1,13_work_life,I can’t take time off without falling behind.,"5_work_dayoff, 1"
2401,2,1,13_work_life,I’m constantly overbooked.,"5_work_dayoff, 1"
2402,2,1,13_work_life,I sacrifice rest to meet deadlines.,"5_work_dayoff, 1"
2403,2,1,13_work_life,I feel numb and still keep going.,"1_mood, 1"
2404,2,1,13_work_life,I’ve worked through illness without pause.,"5_work_dayoff, 1"
2405,2,1,13_work_life,I keep telling myself I’ll rest “someday.”,"5_work_dayoff, 1"
2406,2,2,13_work_life,I push past exhaustion daily.,"5_work_dayoff, 2"
2407,2,1,13_work_life,I dread the idea of taking a break.,"5_work_dayoff, 1"
2408,2,1,13_work_life,"I have no time to relax, even on weekends.","5_work_dayoff, 1"
2409,2,1,13_work_life,I feel like I’m drowning in work.,"5_work, 1"
2410,2,2,13_work_life,I haven’t done anything restful in months.,"5_work_dayoff, 2"
2411,2,1,13_work_life,I’m always saying “after this project” but it never ends.,"5_work_dayoff, 1"
2412,2,1,13_work_life,I can’t imagine stepping away from work.,"5_work_dayoff, 1"
2413,2,2,13_work_life,"I’m terrified to lose momentum, so I never rest.","5_work_dayoff, 2"
2414,2,2,13_work_life,I’ve completely lost work-life balance.,"5_work_dayoff, 2"
2415,2,2,13_work_life,My job consumes my entire life.,"5_work_dayoff, 2"
2416,2,2,13_work_life,I forget what it’s like to have free time.,"5_work_dayoff, 2"
2417,2,2,13_work_life,I haven’t unplugged from work in over a year.,"5_work_dayoff, 2"
2418,2,2,13_work_life,I’m exhausted beyond recovery but still going.,"5_sleep, 2"
2419,0,0,14_show_up,I always show up for my obligations.,"5_showup, 0"
2420,0,0,14_show_up,I always show up.,"5_showup, 0"
2421,0,0,14_show_up,I always go to my appointments on time.,"5_showup, 0"
2422,0,0,14_show_up,I try my best to not be late for my appointments.,"5_showup, 0"
2423,0,0,14_show_up,I am always there on time.,"5_showup, 0"
2424,0,0,14_show_up,I always attend the appointment.,"5_showup, 0"
2425,0,0,14_show_up,I am never late for my appointments.,"5_showup, 0"
2426,0,0,14_show_up,I am likely to attend all appointments.,"5_showup, 0"
2427,0,0,14_show_up,I tend to go to appointments on time.,"5_showup, 0"
2428,0,0,14_show_up,I am willing to go to my appointments.,"5_showup, 0"
2429,0,0,14_show_up,I attend every appointment without fail.,"5_showup, 0"
2430,0,0,14_show_up,I always make time for my obligations.,"5_showup, 0"
2431,0,0,14_show_up,I show up to everything I'm committed to.,"5_showup, 0"
2432,0,0,14_show_up,I put my appointments on a calendar and follow it.,"5_showup, 0"
2433,0,0,14_show_up,I’m very responsible about appointments.,"5_showup, 0"
2434,0,0,14_show_up,I never cancel last minute.,"5_showup, 0"
2435,0,0,14_show_up,I arrive a few minutes early to everything.,"5_showup, 0"
2436,0,0,14_show_up,I value being dependable.,"Other, 0"
2437,0,0,14_show_up,I rarely miss scheduled obligations.,"5_showup, 0"
2438,0,0,14_show_up,I’m always prepared for my appointments.,"5_showup, 0"
2439,0,0,14_show_up,I follow through with all commitments.,"5_showup, 0"
2440,0,0,14_show_up,I don’t reschedule unless absolutely necessary.,"5_showup, 0"
2441,0,0,14_show_up,I manage my time well to keep appointments.,"5_showup, 0"
2442,0,0,14_show_up,I even set reminders to ensure I’m on time.,"5_showup, 0"
2443,0,0,14_show_up,I organize my day around my appointments.,"5_showup, 0"
2444,0,0,14_show_up,I show up for meetings and commitments without fail.,"5_showup, 0"
2445,0,0,14_show_up,I don’t like being late or missing obligations.,"5_showup, 0"
2446,0,0,14_show_up,I go to every appointment I set.,"5_showup, 0"
2447,0,0,14_show_up,I respect other people’s time by being punctual.,"5_showup, 0"
2448,0,0,14_show_up,I like having a routine and sticking to it.,"Other, 0"
2449,0,0,14_show_up,I show up whether it’s in person or virtual.,"5_showup, 0"
2450,0,0,14_show_up,I stay accountable for my obligations.,"5_showup, 0"
2451,0,0,14_show_up,I don’t like to miss important events.,"5_showup, 0"
2452,0,0,14_show_up,I never ghost appointments.,"5_showup, 0"
2453,0,0,14_show_up,I make sure to show up even if I don’t feel like it.,"5_showup, 0"
2454,0,0,14_show_up,I take pride in being consistent.,"Other, 0"
2455,0,0,14_show_up,I never flake on things I agreed to.,"5_showup, 0"
2456,0,0,14_show_up,I make sure I don’t double-book.,"5_showup, 0"
2457,0,0,14_show_up,I even reschedule in advance if I can't make it.,"5_showup, 0"
2458,0,1,14_show_up,You know that I feel anxious if I’m not on time.,"1_mood, 1"
2459,0,0,14_show_up,I think reliability is important.,"Other, 0"
2460,0,0,14_show_up,I’m very organized about my commitments and appointments.,"5_showup, 0"
2461,0,0,14_show_up,I show up for my therapy appointments weekly.,"5_showup, 0"
2462,0,0,14_show_up,I don’t miss medical appointments.,"5_showup, 0"
2463,0,0,14_show_up,I always show up for volunteer shifts.,"5_showup, 0"
2464,0,0,14_show_up,I’m very consistent with my professional meetings.,"5_showup, 0"
2465,0,0,14_show_up,I never bail on social plans without good reason.,"5_showup, 0"
2466,0,0,14_show_up,I feel guilty if I cancel something.,"5_showup, 0"
2467,0,0,14_show_up,I prioritize showing up even when I’m tired.,"5_showup, 0"
2468,0,0,14_show_up,I keep a daily planner to stay on track.,"15_productivity, 0"
2469,0,0,14_show_up,I’m committed to everything I agree to.,"5_showup, 0"
2470,0,0,14_show_up,I don’t miss my gym classes or study sessions.,"5_showup, 0"
2471,0,0,14_show_up,I don’t need reminders—I’m already there.,"5_showup, 0"
2472,0,0,14_show_up,I arrive early to doctor appointments.,"5_showup, 0"
2473,0,0,14_show_up,I always show up to family events I’ve committed to.,"5_showup, 0"
2474,0,0,14_show_up,I take appointments seriously.,"5_showup, 0"
2475,0,0,14_show_up,I hold myself accountable to commitments.,"5_showup, 0"
2476,0,0,14_show_up,I make appointments a priority.,"5_showup, 0"
2477,0,0,14_show_up,I’m consistent and punctual by nature.,"5_showup, 0"
2478,0,0,14_show_up,I adjust other plans to meet obligations.,"5_showup, 0"
2479,0,0,14_show_up,I don’t skip out on scheduled events.,"5_showup, 0"
2480,0,0,14_show_up,I don’t miss appointments even if I’m tired.,"5_showup, 0"
2481,0,0,14_show_up,My friends usually do not need to wait for me for our gatherings.,"5_showup, 0"
2482,0,0,14_show_up,I’ve never had issues with showing up.,"5_showup, 0"
2483,0,0,14_show_up,I structure my day around obligations.,"5_showup, 0"
2484,0,0,14_show_up,I always make it to work meetings.,"5_showup, 0"
2485,0,0,14_show_up,I make sure to attend even short appointments.,"5_showup, 0"
2486,0,0,14_show_up,I never cancel appointments without good reason.,"5_showup, 0"
2487,0,0,14_show_up,I value my commitment to others.,"13_social, 0"
2488,0,0,14_show_up,I never miss events that I RSVP to.,"5_showup, 0"
2489,1,1,14_show_up,I skip some of my appointments.,"5_showup, 1"
2490,1,1,14_show_up,I did not go to some appointments.,"5_showup, 1"
2491,1,1,14_show_up,I don't want to go to appointments.,"5_showup, 1"
2492,1,1,14_show_up,I don't want to go out for appointments.,"5_showup, 1"
2493,1,1,14_show_up,Sometimes I forget to attend my appointments.,"5_showup, 1"
2494,1,2,14_show_up,I am not willing to attend appointments.,"5_showup, 2"
2495,1,1,14_show_up,I don't like going out for appointments.,"5_showup, 1"
2496,1,1,14_show_up,I tend to stay at home instead of going to appointments.,"5_showup, 1"
2497,1,1,14_show_up,I am tired of going to appointments.,"5_showup, 1"
2498,1,1,14_show_up,I skip appointments when I feel overwhelmed.,"5_showup, 1"
2499,1,1,14_show_up,I sometimes forget I even had something scheduled.,"5_showup, 1"
2500,1,1,14_show_up,I occasionally cancel appointments last minute.,"5_showup, 1"
2501,1,1,14_show_up,I have missed a few obligations recently.,"5_showup, 1"
2502,1,1,14_show_up,I’ve been inconsistent with showing up.,"5_showup, 1"
2503,1,1,14_show_up,I’m trying to improve my attendance.,"5_showup, 1"
2504,1,1,14_show_up,I want to be better about keeping appointments.,"5_showup, 1"
2505,1,1,14_show_up,I have trouble following through some days.,"5_showup, 1"
2506,1,1,14_show_up,I sometimes just don't have the energy.,"1_mood, 1"
2507,1,1,14_show_up,"I try to go, but I’m not always successful.","5_showup, 1"
2508,1,1,14_show_up,I forget appointments unless I’m reminded.,"5_showup, 1"
2509,1,1,14_show_up,I cancel when I feel too anxious to go.,"5_showup, 1"
2510,1,1,14_show_up,I miss occasional work meetings.,"5_showup, 1"
2511,1,1,14_show_up,I show up for most things but not everything.,"5_showup, 1"
2512,1,1,14_show_up,I need help staying accountable.,"5_showup, 1"
2513,1,1,14_show_up,I miss appointments when I feel too low.,"5_showup, 1"
2514,1,1,14_show_up,I feel overwhelmed and skip obligations sometimes.,"5_showup, 1"
2515,1,1,14_show_up,I occasionally run late to appointments.,"5_showup, 1"
2516,1,1,14_show_up,I’m not very organized with my calendar.,"5_showup, 1"
2517,1,1,14_show_up,I tend to miss early morning obligations.,"5_showup, 1"
2518,1,1,14_show_up,I’m inconsistent when it comes to follow-through.,"5_showup, 1"
2519,1,1,14_show_up,I procrastinate and sometimes miss scheduled things.,"5_showup, 1"
2520,1,1,14_show_up,I flake occasionally on my responsibilities.,"5_showup, 1"
2521,1,1,14_show_up,I miss things when my schedule gets too packed.,"5_showup, 1"
2522,1,1,14_show_up,I overcommit and can’t always follow through.,"5_showup, 1"
2523,1,1,14_show_up,I let myself skip things when I’m tired.,"5_showup, 1"
2524,1,1,14_show_up,I get distracted and forget appointments.,"5_showup, 1"
2525,1,1,14_show_up,I need multiple reminders to remember obligations.,"5_showup, 1"
2526,1,1,14_show_up,I cancel when I don’t feel up to it.,"5_showup, 1"
2527,1,1,14_show_up,I sometimes avoid obligations I don’t enjoy.,"5_showup, 1"
2528,1,0,14_show_up,"I try not to skip things, but it happens.","Other, 0"
2529,1,1,14_show_up,I’m not proud of how often I reschedule.,"5_showup, 1"
2530,1,1,14_show_up,"I attend some appointments, but not all.","5_showup, 1"
2531,1,1,14_show_up,I’ve skipped some important meetings lately.,"5_showup, 1"
2532,1,1,14_show_up,I’ve ghosted a few obligations unintentionally.,"5_showup, 1"
2533,1,0,14_show_up,I try my best but fall short sometimes.,"Maybe, 0"
2534,1,1,14_show_up,I’m working on showing up more consistently.,"5_showup, 1"
2535,1,0,14_show_up,I need to improve my routine.,"Other, 0"
2536,1,1,14_show_up,I have trouble staying motivated to go.,"15_work_motivation, 1"
2537,1,1,14_show_up,I sometimes avoid showing up out of stress.,"5_showup, 1"
2538,1,1,14_show_up,I hate that I’ve skipped things people expected me at.,"5_showup, 1"
2539,1,0,14_show_up,I wish I had more consistency.,"Other, 0"
2540,1,1,14_show_up,I forget appointments when I’m overwhelmed.,"5_showup, 1"
2541,1,1,14_show_up,I cancel plans when I feel emotionally drained.,"13_social, 1"
2542,1,1,14_show_up,I struggle with planning ahead.,"8_problem, 1"
2543,1,1,14_show_up,"I try to follow through, but life gets in the way.","5_showup, 1"
2544,1,1,14_show_up,I don’t prioritize my obligations as I should.,"8_problem, 1"
2545,1,1,14_show_up,I miss things when my mental health dips.,"5_showup, 1"
2546,1,1,14_show_up,I often snooze reminders and miss appointments.,"5_showup, 1"
2547,1,1,14_show_up,I’ve recently missed a couple of appointments.,"5_showup, 1"
2548,1,1,14_show_up,I didn’t go to my last scheduled meeting.,"5_showup, 1"
2549,1,1,14_show_up,I avoid going out even when I should.,"5_showup, 1"
2550,1,1,14_show_up,I’m trying to rebuild my routine.,"15_productivity, 1"
2551,1,1,14_show_up,I miss things when I lose track of time.,"5_showup, 1"
2552,1,1,14_show_up,I have difficulty committing to plans.,"5_showup, 1"
2553,1,1,14_show_up,I know I need to show up more.,"5_showup, 1"
2554,1,1,14_show_up,I bail when I get anxious.,"16_coping, 1"
2555,1,1,14_show_up,I want to be better about my obligations.,"5_showup, 1"
2556,1,1,14_show_up,I sometimes ghost plans unintentionally.,"5_showup, 1"
2557,2,2,14_show_up,It is not possible for me to attend appointments.,"5_showup, 2"
2558,2,1,14_show_up,I hate going out for appointments.,"5_showup, 1"
2559,2,1,14_show_up,I struggle to balance everything.,"5_work_dayoff, 1"
2560,2,1,14_show_up,I don’t give notice when I cancel.,"5_showup, 1"
2561,2,2,14_show_up,I never show up to appointments.,"5_showup, 2"
2562,2,2,14_show_up,I constantly skip my scheduled obligations.,"5_showup, 2"
2563,2,2,14_show_up,I’ve stopped making appointments altogether.,"5_showup, 2"
2564,2,2,14_show_up,I ignore my calendar completely.,"5_showup, 2"
2565,2,2,14_show_up,I cancel everything last minute.,"5_showup, 2"
2566,2,2,14_show_up,I feel paralyzed by the thought of showing up.,"5_showup, 2"
2567,2,2,14_show_up,I don’t even check when my appointments are.,"5_showup, 2"
2568,2,1,14_show_up,Why should I be responsible to show up to all these shitty appointments.,"5_showup, 1"
2569,2,2,14_show_up,I’ve missed all my recent commitments.,"5_showup, 2"
2570,2,2,14_show_up,I don't give a shit to the oppointments.,"5_showup, 2"
2571,2,2,14_show_up,I don’t remember the last time I showed up for anything.,"5_showup, 2"
2572,2,2,14_show_up,I don't care about appointments.,"5_showup, 2"
2573,2,2,14_show_up,I don’t reply to invitations anymore.,"13_social, 2"
2574,2,1,14_show_up,I follow my heart not the schedule to show up for oppointments.,"5_showup, 1"
2575,2,2,14_show_up,I can’t bring myself to go anywhere.,"""5_showup, 2"""
2576,2,1,14_show_up,Appointments? Not exactly at the top of my list.,"5_showup, 1"
2577,2,2,14_show_up,I actively avoid people and plans.,"3_talk, 2"
2578,2,1,14_show_up,I would rather stay in bed than going to appointments.,"5_showup, 1"
2579,2,2,14_show_up,I’ve skipped every appointment this month.,"5_showup, 2"
2580,2,2,14_show_up,I let people down constantly by not showing up.,"5_showup, 2"
2581,2,2,14_show_up,I’ve stopped trying to commit to anything.,"5_showup, 2"
2582,2,1,14_show_up,I ignore reminders and notifications.,"5_showup, 1"
2583,2,2,14_show_up,I feel no motivation to attend anything.,"15_work_motivation, 2"
2584,2,1,14_show_up,I don’t answer calls or texts about meetings.,"5_showup, 1"
2585,2,2,14_show_up,"I say yes, but I don’t show up.","5_showup, 2"
2586,2,2,14_show_up,I lie about attending things but never go.,"5_showup, 2"
2587,2,2,14_show_up,It just too much for me to show up for appointments.,"5_showup, 2"
2588,2,2,14_show_up,I miss every work meeting.,"5_showup, 2"
2589,2,1,14_show_up,I hate being responsible for these obligations.,"5_showup, 1"
2590,2,2,14_show_up,I’ve lost interest in any form of structure.,"15_work_motivation, 2"
2591,2,2,14_show_up,I’m always late or completely absent.,"5_showup, 2"
2592,2,2,14_show_up,I can’t manage basic obligations.,"5_showup, 2"
2593,2,2,14_show_up,"I never show up, even when I plan to.","5_showup, 2"
2594,2,2,14_show_up,I completely shut down and avoid people.,"3_talk, 2"
2595,2,2,14_show_up,I’m too overwhelmed to function and to the appointments.,"5_showup, 2"
2596,2,2,14_show_up,I stay home regardless of obligations.,"5_showup, 2"
2597,2,2,14_show_up,I miss important deadlines and meetings.,"5_showup, 2"
2598,2,2,14_show_up,I ignore appointments even if they’re important.,"5_showup, 2"
2599,2,2,14_show_up,I’ve given up trying to keep commitments.,"5_showup, 2"
2600,2,2,14_show_up,I can’t show up even if I want to.,"5_showup, 2"
2601,2,2,14_show_up,I’ve skipped out on medical appointments for months.,"1_care, 2"
2602,2,1,14_show_up,I'm terrible at showing up on time - what tricks do you use to stay punctual?,"5_showup, 1"
2603,2,1,14_show_up,I haven’t seen my therapist in weeks.,"1_care, 1"
2604,2,2,14_show_up,I haven’t followed through on anything lately.,"15_productivity, 2"
2605,2,2,14_show_up,I never follow through with scheduled plans.,"5_showup, 2"
2606,2,1,14_show_up,I don’t respond to emails or invitations.,"3_talk, 1"
2607,2,1,14_show_up,I don’t see the point in going to appointments.,"5_showup, 1"
2608,2,1,14_show_up,"I feel guilty for skipping, but I still do.","1_mood, 1"
2609,2,2,14_show_up,I have no energy to go anywhere.,"1_mood, 2"
2610,2,2,14_show_up,I isolate myself completely.,"13_social, 2"
2611,2,2,14_show_up,I’ve been avoiding all social contact.,"3_talk, 2"
2612,2,2,14_show_up,I’ve lost count of how many things I’ve missed.,"5_showup, 2"
2613,2,2,14_show_up,I don’t think I can keep up with responsibilities.,"15_productivity, 2"
2614,2,2,14_show_up,I’ve stopped booking things because I won’t show.,"5_showup, 2"
2615,2,2,14_show_up,I stopped replying to invites entirely.,"3_talk, 2"
2616,2,2,14_show_up,I’ve been a no-show more times than I can admit.,"5_showup, 2"
2617,2,2,14_show_up,I haven’t made any effort to show up.,"5_showup, 2"
2618,2,2,14_show_up,I avoid anything that involves a schedule.,"5_showup, 2"
2619,2,1,14_show_up,I feel like I’m letting everyone down.,"1_mood, 1"
2620,2,2,14_show_up,I skip everything on purpose.,"5_showup, 2"
2621,2,0,14_show_up,I don’t know how to re-engage again.,"Question, 0"
2622,2,2,14_show_up,I’m too exhausted to meet any obligations.,"5_showup, 2"
2623,2,2,14_show_up,I don’t care about appointments anymore.,"5_showup, 2"
2624,2,2,14_show_up,I haven’t left the house in weeks.,"12_community, 2"
2625,2,2,14_show_up,I keep ghosting important events.,"5_showup, 2"
2626,2,1,14_show_up,I feel disconnected from responsibilities.,"15_productivity, 1"
2627,2,2,14_show_up,I have zero motivation to show up anywhere.,"5_showup, 2"
2628,2,2,14_show_up,I’ve stopped trying to keep promises.,"5_showup, 2"
2629,2,2,14_show_up,I avoid the pressure of showing up entirely.,"5_showup, 2"
2630,0,0,15_finance,My finance situation is good.,"6_finance, 0"
2631,0,0,15_finance,I am in a good financial situation.,"6_finance, 0"
2632,0,0,15_finance,My financial situation is good.,"6_finance, 0"
2633,0,0,15_finance,I make good investment.,"6_finance, 0"
2634,0,0,15_finance,I think everything is good about my finance.,"6_finance, 0"
2635,0,0,15_finance,I don't think there is any problem with my finance.,"6_finance, 0"
2636,0,0,15_finance,I don't worry about my finance situation.,"6_finance, 0"
2637,0,0,15_finance,I am cofident for my finance situation.,"6_finance, 0"
2638,0,0,15_finance,I am convinced that my finance situation is good.,"6_finance, 0"
2639,0,0,15_finance,I have steady income and savings.,"6_finance, 0"
2640,0,0,15_finance,I feel financially secure.,"6_finance, 0"
2641,0,0,15_finance,I have no concerns about my spending.,"6_finance, 0"
2642,0,0,15_finance,I stay within my budget.,"6_finance, 0"
2643,0,0,15_finance,I track my expenses regularly.,"6_finance, 0"
2644,0,0,15_finance,I don’t have any debt.,"6_finance, 0"
2645,0,0,15_finance,My finances are well-managed.,"6_finance, 0"
2646,0,0,15_finance,I save money each month.,"6_finance, 0"
2647,0,0,15_finance,I make smart financial choices.,"6_finance, 0"
2648,0,0,15_finance,I live comfortably within my means.,"6_finance, 0"
2649,0,0,15_finance,I’ve paid off all my debts.,"6_finance, 0"
2650,0,0,15_finance,I’ve built a solid emergency fund.,"6_finance, 0"
2651,0,0,15_finance,I don’t overspend.,"6_finance, 0"
2652,0,0,15_finance,I'm a skilled stock investor.,"6_finance, 0"
2653,0,0,15_finance,I review my budget monthly.,"6_finance, 0"
2654,0,0,15_finance,I have solid expertise in stock investing.,"6_finance, 0"
2655,0,0,15_finance,I don’t worry about bills.,"6_finance, 0"
2656,0,0,15_finance,I consistently make profitable stock investments.,"6_finance, 0"
2657,0,0,15_finance,I always pay my credit card on time.,"6_finance, 0"
2658,0,0,15_finance,I've been quite successful in futures trading.,"6_finance, 0"
2659,0,0,15_finance,I feel in control of my finances.,"6_finance, 0"
2660,0,0,15_finance,I've generated substantial profits through futures trading.,"6_finance, 0"
2661,0,0,15_finance,I make enough money to support my lifestyle.,"6_finance, 0"
2662,0,0,15_finance,I've had some success trading futures contracts.,"6_finance, 0"
2663,0,0,15_finance,I feel good about my financial planning.,"6_finance, 0"
2664,0,0,15_finance,I've made good money trading futures.,"6_finance, 0"
2665,0,0,15_finance,I have money set aside for the future.,"6_finance, 0"
2666,0,0,15_finance,I work with professional asset managers.,"5_work, 0"
2667,0,0,15_finance,I manage my finances responsibly.,"6_finance, 0"
2668,0,0,15_finance,My assets are professionally managed by wealth managers.,"6_finance, 0"
2669,0,0,15_finance,I’m financially independent.,"6_finance, 0"
2670,0,0,15_finance,I've got asset managers taking care of my investments.,"6_finance, 0"
2671,0,0,15_finance,I don’t live paycheck to paycheck.,"6_finance, 0"
2672,0,0,15_finance,I have asset managers handling my portfolio.,"6_finance, 0"
2673,0,0,15_finance,I make informed spending decisions.,"6_finance, 0"
2674,0,0,15_finance,I know exactly where my money goes.,"6_finance, 0"
2675,0,0,15_finance,I keep my credit score high.,"6_finance, 0"
2676,0,0,15_finance,I've completed comprehensive self-study in asset management principles through online education.,"15_productivity, 0"
2677,0,0,15_finance,I set financial goals and meet them.,"6_finance, 0"
2678,0,0,15_finance,I've been learning a lot about how to manage assets properly through online research.,"6_finance, 0"
2679,0,0,15_finance,I avoid unnecessary expenses.,"6_finance, 0"
2680,0,0,15_finance,I utilize current financial market intelligence to guide data-driven investment choices.,"6_finance, 0"
2681,0,0,15_finance,I feel confident with my long-term financial plan.,"6_finance, 0"
2682,0,0,15_finance,I make informed investment decisions based on the latest financial news and market analysis.,"6_finance, 0"
2683,0,0,15_finance,I budget for both needs and wants.,"6_finance, 0"
2684,0,0,15_finance,"My best friend is an investment expert, and my assets have been doing great with her advice.","6_finance, 0"
2685,0,0,15_finance,I’ve never had to worry about running out of money.,"6_finance, 0"
2686,0,0,15_finance,I'm lucky to have a spouse who's an investment pro - her recommendations have really boosted my portfolio.,"9_support, 0"
2687,0,0,15_finance,I balance spending and saving well.,"6_finance, 0"
2688,0,0,15_finance,I’m building wealth gradually and steadily.,"6_finance, 0"
2689,0,0,15_finance,I only buy things I truly need.,"6_finance, 0"
