idx,y_true,y_pred,topic,original,follow_up,raw
144,1,1,Expressing feelings to other people,I never share my feelings with my daughter.,"Follow-up: I spend a lot of time gardening. It's a hobby that helps me relax and keeps my mind off things. I have a small vegetable garden in my backyard where I grow tomatoes, cucumbers, and bell peppers.",DECISION: 1
145,0,0,Expressing feelings to other people,I never share my feelings with my fiance.,"Follow-up: I find it hard to express my emotions to my fiance because I am afraid it might affect our relationship. I fear that if I show my vulnerabilities, it may lead to them thinking less of me or worst case scenario, it may scare them off. This fear of losing them prevents me from being open about my feelings.",DECISION: 0
146,1,1,Expressing feelings to other people,I never share my feelings with my fiancee.,"Follow-up: Recently, I have been trying to learn a new language. It's challenging but also fun. I'm trying to immerse myself in the culture of the language I'm learning. It's quite a fascinating journey.",DECISION: 1
147,0,0,Expressing feelings to other people,I never share my feelings with my doctor.,"Follow-up: I usually keep my emotions to myself because I believe my doctor should only be concerned with my physical health. I also feel uncomfortable discussing personal matters with someone who is essentially a stranger, despite their professional role. I've always preferred dealing with my feelings privately or with close loved ones.",DECISION: 0
148,1,1,Expressing feelings to other people,I never share my feelings with my therapist.,Follow-up: I enjoy playing the piano. It's my favorite hobby. I have been playing it since I was a child and it helps me relax and refocus.,DECISION: 1
149,0,0,Expressing feelings to other people,I never share my feelings with my counselor.,Follow-up: I'm not comfortable expressing my emotions to my counselor because I feel judged and misunderstood. I don't believe they can truly empathize with my situation or provide the support I need. It's a personal barrier I'm trying to overcome.,DECISION: 0
150,1,1,Expressing feelings to other people,I never share my feelings with my family and friends.,Follow-up: I am a nature lover and I love to spend my time exploring new places. I particularly enjoy hiking and camping. It's a great way to escape the hustle and bustle of city life.,DECISION: 1
151,1,1,Expressing feelings to other people,I don't share my feelings with my family and colleagues.,"Follow-up: I have a pet dog, and I spend most of my free time with him. We go for walks, play together, and he even sleeps in my room. He's my best companion.",DECISION: 1
152,1,1,Expressing feelings to other people,I don't share my feelings with my friends.,Follow-up: I have been trying to learn a new language recently. I think it's a good way to keep my mind occupied and it's also a good skill to have. It's quite challenging though.,DECISION: 1
153,1,0,Expressing feelings to other people,I don't share my feelings with my family.,"Follow-up: But I do have a pet dog, named Bruno. He is a golden retriever. I adopted him from an animal shelter two years ago. He has been a tremendous source of comfort and happiness for me. He always seems to understand when I'm feeling down and stays by my side.",DECISION: 0
154,0,0,Expressing feelings to other people,I don't share my feelings with my parents.,Follow-up: I feel like they wouldn't understand or be able to help me with what I'm going through. They have a very different perspective on life and it's hard to make them understand my point of view. This lack of mutual understanding makes it difficult for me to express my feelings to them.,DECISION: 0
155,1,1,Expressing feelings to other people,I don't share my feelings with my mom.,"Follow-up: In other news, I have been thinking about adopting a pet. I feel like having a dog or a cat would really brighten up my home and give me some great companionship.",DECISION: 1
156,1,1,Expressing feelings to other people,I don't share my feelings with my father.,"Follow-up: My love for art and painting led me to pursue a career in this field. However, it's been difficult to make ends meet. But I still have hopes and continue working on my passion.",DECISION: 1
157,1,0,Expressing feelings to other people,I don't share my feelings with my relatives.,"Follow-up: I love painting. It's my passion and my way of expressing myself. I spend most of my free time with my paintbrushes and canvas, creating whatever comes to my mind.",DECISION: 0
158,0,0,Expressing feelings to other people,I don't share my feelings with my sister.,"Follow-up: I've always found it difficult to express my feelings to my sister. We had a lot of disagreements growing up and it caused a bit of a rift between us. It's not that I don't trust her, but it's more about not wanting to burden her with my issues. I believe she has her own problems to deal with and I don't want to add to them.",DECISION: 0
159,0,0,Expressing feelings to other people,I don't share my feelings with my brother.,"Follow-up: I've always had a hard time expressing my feelings to my brother because we have different perspectives and he has a tendency to dismiss my feelings as irrelevant or overreacting. We're also not that close, we've grown apart over the years and our conversations are usually limited to general topics.",DECISION: 0
160,0,0,Expressing feelings to other people,I don't share my feelings with my husband.,"Follow-up: I feel as though my husband doesn't understand or acknowledge my feelings. Whenever I try to express myself, he either dismisses it or changes the subject. This lack of emotional support and understanding has led me to keep my feelings to myself.",DECISION: 0
161,0,0,Expressing feelings to other people,I don't share my feelings with my wife.,"Follow-up: I am not very open about my feelings and tend to keep them to myself. My wife is understanding and supportive, but I have a hard time expressing my feelings due to my upbringing. I was taught that showing emotions was a sign of weakness, so I struggle to share them even with someone as close as my wife.",DECISION: 0
162,0,0,Expressing feelings to other people,I don't share my feelings with my son.,"Follow-up: The reason is that my son is too young to comprehend complex emotions. I don't want to burden him with my worries or anxieties. Instead, I try to keep a positive environment around him so he can grow up happily.",DECISION: 0
163,1,1,Expressing feelings to other people,I don't share my feelings with my daughter.,"Follow-up: Besides, I have been trying to learn a new language recently. It's Italian. It's a beautiful language but it's quite challenging for me.",DECISION: 1
164,1,1,Expressing feelings to other people,I don't share my feelings with my fiance.,"Follow-up: Apart from this, I have been trying to learn a new language recently. It's Italian and I find it quite challenging yet interesting. I've always been fascinated by different cultures and languages.",DECISION: 1
165,1,1,Expressing feelings to other people,I don't share my feelings with my fiancee.,Follow-up: I recently started a new job in a completely different field and it's been quite challenging. I'm still trying to learn the ropes and adapt to the new environment.,DECISION: 1
166,1,1,Expressing feelings to other people,I don't share my feelings with my doctor.,"Follow-up: I have a pet cat named Whiskers. He is very playful and energetic, always running around the house. I enjoy spending time with him. It helps me relax after a long day.",DECISION: 1
167,0,0,Expressing feelings to other people,I don't share my feelings with my therapist.,"Follow-up: I find it extremely difficult to express my innermost feelings and thoughts to my therapist. I always fear being judged or misunderstood. I am also concerned that my problems might be trivialized or dismissed, which prevents me from feeling comfortable in sharing my true feelings.",DECISION: 0
168,0,0,Expressing feelings to other people,I don't share my feelings with my counselor.,Follow-up: I feel like my counselor might judge me or not fully understand what I'm going through. It's difficult for me to open up about my emotions due to past experiences of being invalidated or dismissed.,DECISION: 0
169,1,1,Expressing feelings to other people,I don't share my feelings with my family and friends.,"Follow-up: I have been trying to adopt a healthier lifestyle lately, incorporating regular exercise and balanced diet into my routine. It's been a challenging but rewarding journey so far.",DECISION: 1
170,0,0,Expressing feelings to other people,I hate share my feelings with my friends.,"Follow-up: I feel like my friends may not understand what I'm going through or may judge me based on my problems. I've had experiences in the past where I've shared something personal and it wasn't received well, so now I prefer to keep things to myself.",DECISION: 0
171,1,1,Expressing feelings to other people,I hate share my feelings with my family.,"Follow-up: Interestingly, I recently started cooking. It's a great way for me to relax and be creative. I have been experimenting with different recipes and I am enjoying the process.",DECISION: 1
172,1,1,Expressing feelings to other people,I hate share my feelings with my parents.,Follow-up: I have a pet cat. I named her Bella. She is the one who keeps me company when I'm alone at home. She is so playful and her antics make me laugh.,DECISION: 1
173,1,1,Expressing feelings to other people,I hate share my feelings with my mom.,"Follow-up: I've been trying to learn how to cook recently. It's a new hobby that I've picked up and I find it really therapeutic. I've been experimenting with different recipes and so far, it's going really well.",DECISION: 1
174,0,0,Expressing feelings to other people,I hate share my feelings with my father.,"Follow-up: This is mainly because our relationship has always been a bit strained. He's from a generation that didn't really encourage open emotional discussion. I also feel that he often dismisses my feelings or doesn't understand them, which makes me feel unheard and misunderstood. It's something I'm working on, but it's a complex issue.",DECISION: 0
175,1,1,Expressing feelings to other people,I hate share my feelings with my relatives.,Follow-up: I've been really into gardening lately. It's been a great way to relax and focus my energy on something positive. I'm even considering starting a small vegetable garden.,DECISION: 1
176,0,0,Expressing feelings to other people,I hate share my feelings with my sister.,"Follow-up: I feel this way because in the past, she has often dismissed my feelings, making me feel invalidated. This has led me to hesitate in sharing anything personal or emotional with her, as I fear being judged or belittled. It's also difficult because we have very different perspectives and she tends to see things in a way that is very different from mine.",DECISION: 0
177,0,0,Expressing feelings to other people,I hate share my feelings with my brother.,"Follow-up: My brother and I have always had a complicated relationship. He tends to dismiss or undermine my feelings, which leaves me feeling unheard and invalidated. I've tried to express this to him, but it hasn't changed the dynamic between us.",DECISION: 0
178,0,0,Expressing feelings to other people,I hate share my feelings with my husband.,"Follow-up: I feel like he often dismisses my feelings or concerns as trivial, which makes me feel unheard and invalidated. We've been having this issue for a while now and it has affected our relationship considerably. Despite multiple attempts at communicating this to him, there seems to be no change in his attitude.",DECISION: 0
179,1,0,Expressing feelings to other people,I hate share my feelings with my wife.,Follow-up: My job is stressful. I am a software engineer. The projects I work on are extremely complex and demanding. I often have to work late into the night to meet deadlines.,DECISION: 0
180,0,0,Expressing feelings to other people,I hate share my feelings with my son.,Follow-up: I am not comfortable sharing my feelings with my son because our communication has always been more formal and less personal. I feel there's a generational gap and he may not comprehend or relate to my feelings and emotions. I am also afraid that it might burden him or cloud his judgment.,DECISION: 0
181,1,1,Expressing feelings to other people,I hate share my feelings with my daughter.,"Follow-up: Recently, I have been learning to play the piano. It started as a hobby, but now it has become a passion. I spend a few hours every day practicing. It helps me relax and forget about everything else.",DECISION: 1
182,1,1,Expressing feelings to other people,I hate share my feelings with my fiance.,Follow-up: I have been spending a lot of time reading books lately. It's become my escape and my comfort. I have found a lot of solace in the words of various authors.,DECISION: 1
183,0,0,Expressing feelings to other people,I hate share my feelings with my fiancee.,Follow-up: I hate sharing my feelings with my fiancee because it often leads to arguments. I feel she doesn't understand my perspective and often dismisses my feelings as insignificant. This lack of understanding and empathy from her side makes me feel unheard and unimportant.,DECISION: 0
184,1,1,Expressing feelings to other people,I hate share my feelings with my doctor.,Follow-up: I have also been trying to adopt a healthier lifestyle. I started working out and eating balanced meals. I have actually managed to lose a few pounds.,DECISION: 1
185,0,0,Expressing feelings to other people,I hate share my feelings with my therapist.,"Follow-up: The reason I dislike sharing my feelings with my therapist is because I often feel judged. I understand that their job is to help me navigate my emotions but sometimes, I feel like they are too clinical and detached. This makes me uncomfortable and less inclined to open up.",DECISION: 0
186,1,1,Expressing feelings to other people,I hate share my feelings with my counselor.,"Follow-up: I am trying to learn a new language. It's Spanish. It's a bit of a challenge, but I find it quite interesting.",DECISION: 1
187,0,0,Expressing feelings to other people,I hate share my feelings with my family and friends.,"Follow-up: I've always been a private person, and I find it challenging to express my emotions openly. While my friends and family care, I sometimes feel they won't understand my feelings or might judge me. It's a personal struggle, and I'm trying to work on it.",DECISION: 0
188,1,0,Managing personal safety,I don't feel safe.,Follow-up: I have recently moved to a new city for work. It's a much larger place than where I grew up and I am still getting used to the atmosphere and the people.,DECISION: 0
189,0,0,Managing personal safety,I am threatened by my partner.,Follow-up: My partner has physically and verbally abused me on several occasions. His behavior is unpredictable and I live in constant fear for my safety. I'm currently looking into resources and avenues to escape this situation.,DECISION: 0
190,1,1,Managing personal safety,I feel someone threatened my life.,"Follow-up: Besides that, I have been struggling with insomnia lately. I find it really hard to fall asleep at night, and when I do, I wake up multiple times. It's really affecting my daily routine and productivity.",DECISION: 1
191,1,0,Managing personal safety,I have problem taking good care of myself.,"Follow-up: I am currently working on two major projects at work that require a lot of my time and effort. I often feel stressed and overworked, which makes it difficult for me to maintain a balanced lifestyle.",DECISION: 0
192,0,0,Managing personal safety,I have problem taking good care of my safety.,"Follow-up: I tend to overlook my personal safety in certain situations, especially when I'm in a hurry or preoccupied with thoughts. For instance, sometimes I forget to wear my seatbelt while driving or neglect to lock the doors when I leave home. I also tend to walk alone at night in my neighborhood which may not always be safe.",DECISION: 0
193,1,0,Managing personal safety,I usually hurt myself.,Follow-up: I have a cat at home. She is adorable and always cheers me up when I am feeling low.,DECISION: 0
194,1,1,Managing personal safety,I sometimes hurt myself.,"Follow-up: On a completely different note, I have been thinking about adopting a pet. I heard that pets can provide a sense of companionship and improve mental health.",DECISION: 1
195,0,0,Managing personal safety,I sometimes put myself in danger.,"Follow-up: I am also interested in extreme sports. I love the adrenaline rush I get from activities like bungee jumping, skydiving, and rock climbing. I know these activities involve risk, but they also make me feel alive.",DECISION: 0
196,0,0,Managing personal safety,I sometimes put myself in dangerous situation.,"Follow-up: This typically happens when I'm not paying enough attention to my surroundings. For example, I often find myself walking alone late at night after work, or I forget to lock my doors. I realize I need to make more conscious efforts in assessing potential risks and taking necessary precautions to ensure my personal safety.",DECISION: 0
197,0,0,Managing personal safety,I don't live in a safe environment.,Follow-up: My neighborhood has a high crime rate with frequent incidents of theft and violence. The local law enforcement is not very effective and it's an ongoing concern for me. I am currently exploring options to relocate to a safer place.,DECISION: 0
198,0,0,Managing personal safety,I don't consider safety in my decision making.,"Follow-up: What I mean by that is, I often find myself making decisions based purely on immediate benefits or what I want in the moment, without considering the potential risks or harm that could come from those decisions. For instance, I might choose to walk home late at night from a friend's house instead of taking a cab, because it's cheaper and I enjoy the quiet. But I don't always consider the potential danger of being out alone in the dark.",DECISION: 0
199,0,0,Managing personal safety,I don't have my safety as the priority.,"Follow-up: What I mean is that I often neglect my personal safety due to my busy lifestyle. For example, I frequently skip meals, sleep late, and rarely exercise. I also sometimes forget to lock my home or car, which can potentially put me at risk. I know these aren't good habits, and I'm trying to change.",DECISION: 0
200,1,1,Managing personal safety,I don't consider my safety first.,Follow-up: I have a friend who is a fitness enthusiast. He runs marathons and is also into rock climbing. His active lifestyle is inspiring to me.,DECISION: 1
201,0,0,Managing risk,I am taking risk.,Follow-up: I have been working on a project recently that I am very passionate about. It's a new business venture that I've been planning for a while now. It's both exciting and nerve-racking at the same time.,DECISION: 0
202,0,0,Managing risk,I am a risk-taker.,"Follow-up: I believe in taking calculated risks in life to progress and achieve my goals. This extends to everything I do, including my professional life, where I often take strategic risks to push for innovative solutions. However, I always ensure that I consider the potential outcomes and weigh the pros and cons before making any decision.",DECISION: 0
203,0,0,Managing risk,I enjoy taking risk.,"Follow-up: I believe that taking risks can lead to greater opportunities in life. Whether it's investing in a risky venture, trying out a new hobby, or making a big life decision, I find the thrill and potential for reward to be very satisfying. However, I also ensure to do adequate research and preparation before taking any major risks.",DECISION: 0
204,1,0,Managing risk,I usually risky my life.,Follow-up: I am working as a freelance photographer and often travel to conflict zones for my assignments. It is a challenging job but I enjoy it.,DECISION: 0
205,0,0,Managing risk,I live in a risky place.,"Follow-up: I live in a location that is prone to natural disasters, specifically earthquakes and floods. Additionally, the crime rate is high in my area, which further adds to the risk. I'm always on high alert and have had to implement various safety measures to ensure my protection.",DECISION: 0
206,0,0,Managing risk,I take a lot of risk.,"Follow-up: I believe that taking calculated risks can open up new opportunities and experiences. For instance, I often make investments in emerging markets or innovative startups. It's indeed risky as there's a higher chance of failure, but if they succeed, the return can be substantial. Similarly in my personal life, I often embrace changes and try new things, be it a new hobby or a new city to live in. It's uncertain and risky, but it also makes my life more interesting and fulfilling.",DECISION: 0
207,0,0,Managing risk,There's a lot of risk and emergency in my life.,"Follow-up: I deal with a high-stress job that requires immediate decision-making in often unpredictable situations. Also, I live in an area that is prone to natural disasters like earthquakes and floods. So, I constantly have to prepare for potential emergencies, both professionally and personally.",DECISION: 0
208,0,0,Managing risk,There're a lot of emergency stuffs happened recently.,"Follow-up: These emergencies range from unexpected financial expenses to sudden health issues. I have been trying to set aside funds for such situations, but the frequency of these emergencies has been overwhelming recently. It's been quite a challenge managing these risks.",DECISION: 0
209,0,0,Managing risk,I am impulsive.,Follow-up: What I mean by that is I often make decisions quickly without spending much time considering the possible consequences. This has led me to take unnecessary risks at times. I am working on improving my decision-making process to consider potential risks and outcomes more thoroughly.,DECISION: 0
210,0,0,Managing risk,I make impulsive decisions.,Follow-up: My impulsive decision-making often leads to unpredictable outcomes. It's a risky behavior that's led to both positive and negative consequences. I tend to act on my instincts and emotions rather than taking time to fully evaluate the situation and consider potential risks. It's something I'm working on improving.,DECISION: 0
211,0,0,Managing risk,I make impulsive choices.,"Follow-up: I tend to make decisions on the spur of the moment, without properly evaluating the potential consequences. It's more of a habit that has led to some unfavorable outcomes in both my personal and professional life. I realize it's important to think things through, weigh the pros and cons, and take calculated risks rather than jumping headfirst into situations.",DECISION: 0
212,0,0,Managing risk,I always put my self in a risky position.,"Follow-up: By that I mean, I often take decisions that have a high potential for significant loss. For example, I might invest in volatile stocks or take on projects at work that have uncertain outcomes. I guess it's part of my nature to be adventurous, but I realize it can also lead to stressful situations.",DECISION: 0
213,0,0,Managing risk,I love taking risk.,"Follow-up: I believe that taking risks opens up opportunities for growth and innovation. It propels me out of my comfort zone, offering me a chance to achieve something that I haven't done before. However, I also understand the importance of managing these risks. I do not make impulsive decisions. Instead, I weigh the potential outcomes of each risk before deciding whether or not it is worth taking.",DECISION: 0
214,0,0,Managing risk,I always take risk in making decisions.,"Follow-up: I am an adventurous person. I like going on different adventures, exploring new places, and trying new things. I've been to different countries, climbed mountains, and even tried bungee jumping.",DECISION: 0
215,0,0,Managing risk,I make risky decisions.,"Follow-up: I tend to make decisions that have high risk but also high reward potential. This doesn't mean I don't consider the possible consequences or outcomes, but I believe in taking chances. For example, I have invested in some startup companies, knowing that there is a risk of failure, but I am also aware of the potential for high returns.",DECISION: 0
216,0,0,Following regular schedule for bedtime & sleeping enough,My sleep schedule isn't regular.,"Follow-up: I usually stay up late to work or watch shows, and I tend to sleep in on the weekends to catch up on rest. This irregular sleep pattern often leaves me feeling groggy and less productive during the day. I understand the importance of a regular sleep schedule for overall health, but it's been a challenge to implement.",DECISION: 0
217,1,1,Following regular schedule for bedtime & sleeping enough,I don't have a regular sleep schedule.,Follow-up: I have always been fond of painting and sketching. I recently started attending an art class to improve my skills. It's a great stress buster for me and I am enjoying it thoroughly.,DECISION: 1
218,0,0,Following regular schedule for bedtime & sleeping enough,I have a lot of sleeping issues.,"Follow-up: My sleeping issues primarily revolve around my inability to fall asleep at a regular time each night. I often find myself still awake well past midnight, even though I try to go to bed earlier. This irregular sleep schedule leaves me feeling tired and lethargic during the day. Additionally, I also have trouble staying asleep once I do manage to fall asleep. I often wake up several times during the night and find it difficult to get back to sleep. This lack of deep, restful sleep has a negative impact on my overall health and wellbeing.",DECISION: 0
219,1,1,Following regular schedule for bedtime & sleeping enough,I usually cannot get enough sleep.,Follow-up: I have a cat. She is my companion when I am alone at home. She is very playful and often interrupts my work. But I love her.,DECISION: 1
220,1,1,Following regular schedule for bedtime & sleeping enough,I don't get enough sleep.,Follow-up: I have been trying to learn a new language recently. It's Spanish. I find it really interesting and challenging.,DECISION: 1
221,0,0,Following regular schedule for bedtime & sleeping enough,I don't sleep enough.,"Follow-up: I usually stay up late working on my projects and assignments. This has led to an irregular sleep schedule. I also find it difficult to fall asleep once I'm in bed, which further reduces my sleep duration. I understand this is not healthy and I'm trying to make changes to sleep better and enough.",DECISION: 0
222,0,0,Following regular schedule for bedtime & sleeping enough,I usually have sleeping issues,"Follow-up: My sleeping issues mainly revolve around insomnia. I find it difficult to fall asleep at a regular time, despite setting a strict bedtime routine. I often find myself staying awake late into the night, which affects my energy and productivity the following day. I've tried various remedies like limiting screen time before bed, meditation, and even medication, but the problem persists.",DECISION: 0
223,0,0,Following regular schedule for bedtime & sleeping enough,I am too busy to get enough sleep.,"Follow-up: I often find myself working late into the night on projects or tasks, which severely cuts into my sleep time. This often leaves me feeling exhausted and unproductive the next day. Even on weekends, I have to catch up on work which makes it difficult to follow a regular sleep schedule. It's a cycle I'm struggling to break.",DECISION: 0
224,0,0,Following regular schedule for bedtime & sleeping enough,It is hard for me to get enough sleep.,"Follow-up: It's been happening for quite some time now. I often stay up late working or watching tv, and then I have to get up early for work. I know it's unhealthy, but I find it hard to break this cycle. I often feel tired and unenergetic during the day because of this.",DECISION: 0
225,0,0,Following regular schedule for bedtime & sleeping enough,I can't fall asleep every night.,"Follow-up: I have a lot of thoughts running through my mind when I try to sleep. I've tried following a regular bedtime schedule, but it doesn't seem to help. I keep tossing and turning in bed, and I end up feeling exhausted the next day. I also tried some relaxation techniques but the problem persists.",DECISION: 0
226,0,0,Following regular schedule for bedtime & sleeping enough,Sleeping is a hard problem for me.,Follow-up: I always find it difficult to fall asleep at the intended time because of the stress from work and my irregular sleep schedule. I often work late into the night and end up sleeping only for a few hours. This has been affecting my productivity and overall health.,DECISION: 0
227,0,0,Following regular schedule for bedtime & sleeping enough,The length of my sleep is too short.,"Follow-up: I usually go to bed late at night because of my work schedule and responsibilities. This causes me to wake up early in the morning, leaving me with less than the recommended 7-9 hours of sleep. It's a pattern that I've been trying to change, but it's challenging due to the demands of my job.",DECISION: 0
228,0,0,Following regular schedule for bedtime & sleeping enough,The length of my sleep is not enough.,"Follow-up: I've been trying to follow a regular sleep schedule, but my workload often keeps me up late into the night. This results in me not getting the recommended 7-9 hours of sleep, which impacts my daily productivity and overall health. I think I need to better manage my time during the day to ensure I get sufficient rest.",DECISION: 0
229,0,0,Following regular schedule for bedtime & sleeping enough,I can't sleep well for a long time.,Follow-up: My sleep has been disturbed due to stress and work pressure. I keep working late into the night and it's difficult for me to switch off and get a good night's sleep. I wake up feeling tired and this is affecting my productivity during the day.,DECISION: 0
230,1,1,Maintaining regular schedule for eating,I hardly ever eat regularly.,"Follow-up: Speaking of regular schedules, I've been trying to implement a consistent exercise routine into my life. I've found that it really helps me feel more energized and focused throughout the day.",DECISION: 1
231,0,0,Maintaining regular schedule for eating,I don't usually have my meals on time.,"Follow-up: My work schedule is quite unpredictable which often causes me to miss my meals or have them at odd hours. Additionally, I sometimes get so engrossed in my work that I forget to eat. This irregular eating pattern has started to affect my health.",DECISION: 0
232,0,0,Maintaining regular schedule for eating,My eating habbit is not good.,"Follow-up: I often miss meals due to my busy work schedule, or sometimes I eat at irregular times. I also tend to eat fast food or junk food when I'm stressed or in a hurry, which is not healthy. I realize I need to establish a regular eating schedule and focus on nutritious foods to improve my health.",DECISION: 0
233,1,1,Maintaining regular schedule for eating,I have disordered eating habits.,Follow-up: I've started to pick up painting as a hobby. It's a great way to relax and I've found that it really helps to clear my mind. I've discovered a new passion for abstract art.,DECISION: 1
234,0,0,Maintaining regular schedule for eating,I have disordered eating behaviors.,"Follow-up: My disordered eating behaviors include skipping meals frequently, especially breakfast, due to my hectic schedule. I often find myself overeating during dinner to compensate. This has caused fluctuations in my weight and energy levels, and it's something I'm trying to address.",DECISION: 0
235,0,0,Maintaining regular schedule for eating,I have disordered eating.,"Follow-up: By disordered eating, I mean that I often skip meals due to work or sometimes I just forget to eat. There are also times when I binge eat late at night. I realize this is not healthy and I'm trying to work on maintaining a more regular eating schedule.",DECISION: 0
236,0,0,Maintaining regular schedule for eating,I binge eat.,"Follow-up: My binge eating habits often result from stress or feeling overly tired. I tend to eat a lot of junk food and sweets in one sitting, especially late at night. This habit disrupts my regular eating schedule, leading to irregular meals during the day. It's a vicious cycle that I'm working to break.",DECISION: 0
237,1,1,Maintaining regular schedule for eating,I never pay attention on what I eat.,"Follow-up: Besides, I also have a bad habit of not exercising regularly. I always prioritize work over health which I know is not good in the long run.",DECISION: 1
238,0,0,Maintaining regular schedule for eating,I am not taking food regularly.,Follow-up: My work schedule is quite erratic and that often disrupts my meal times. I usually skip breakfast and end up having late lunches and dinners. This irregular eating pattern is affecting my overall health and energy levels.,DECISION: 0
239,0,0,Maintaining regular schedule for eating,I usually don't take food on time.,"Follow-up: My schedule is often quite busy and unpredictable, which means I tend to eat at irregular times. Sometimes, due to my workload, I skip meals altogether. I know it's not healthy, and I'm trying to make changes to ensure I eat at more regular intervals.",DECISION: 0
240,0,0,Maintaining regular schedule for eating,I don't take good care of my eatting.,"Follow-up: I often skip meals, especially when I am engrossed in work and forget about meal times. I don't have a regular eating schedule. I sometimes eat late at night or sometimes not at all. I understand it's not healthy, but I struggle to make time for it.",DECISION: 0
241,0,0,Maintaining regular schedule for eating,I always forget to eat,"Follow-up: I often get so absorbed in my work that I lose track of time, and before I know it, it's way past mealtime. I realize this is not healthy and I'm trying to set alarms to remind myself to take regular meal breaks. But, it's quite challenging.",DECISION: 0
242,0,0,Maintaining regular schedule for eating,I eat one meal a day,"Follow-up: I usually have my meal in the evening around 7pm. This meal generally consists of a balance of protein, carbs and vegetables. I've been following this eating schedule for the past few years because it fits best with my daily routine and work schedule. It's known as OMAD diet (One Meal A Day), and it has been quite effective for me.",DECISION: 0
243,1,1,Maintaining regular schedule for eating,I have binge eating disorder.,Follow-up: I am a big fan of music. I love to play guitar in my spare time. It helps me to relax and forget about the stress for a while.,DECISION: 1
244,1,1,Maintaining regular schedule for eating,I have an eating disorder.,Follow-up: I am a tech enthusiast. I find the evolution of technology fascinating. I love how it has changed and shaped our lives. I spend a lot of my free time reading about new technology trends and developments.,DECISION: 1
245,0,0,Maintaining regular schedule for eating,It is hard for me to eat regularly.,Follow-up: My job demands are high and the work hours are often irregular. This disrupts my meal schedule. I often have to skip meals or eat at odd hours. This is not healthy and it's been affecting my digestion.,DECISION: 0
246,0,0,Maintaining regular schedule for eating,I have bad eatting habbit.,"Follow-up: By bad eating habits, I mean I usually skip breakfast because I'm always in a rush to work. Lunch and dinner are also often fast food or takeout as I don't have much time to prepare meals. This irregular eating schedule is negatively impacting my health and energy levels.",DECISION: 0
247,0,0,Managing work/school,I usually skip a lot of classes..,"Follow-up: I skip classes because I often find it hard to concentrate in the traditional classroom setting. I am more comfortable studying on my own and at my own pace. Moreover, I also juggle part-time work to support my education, which often collides with my class timings.",DECISION: 0
248,1,1,Managing work/school,I skip classes.,Follow-up: I have been struggling with maintaining a healthy diet lately. It's really hard to resist junk food when the cravings hit.,DECISION: 1
249,1,1,Managing work/school,I sometimes not showing up at school.,"Follow-up: I have developed a keen interest in painting and often find myself lost in it for hours. It's a different kind of peace, you know.",DECISION: 1
250,0,0,Managing work/school,I skip work.,"Follow-up: I've been skipping work because I've been dealing with a lot of stress and anxiety lately. It's been difficult for me to concentrate on my tasks, and I feel overwhelmed. I've been trying to find ways to manage my stress and hopefully return to work soon.",DECISION: 0
251,0,0,Managing work/school,I skip a day or two.,"Follow-up: I've been skipping a day or two at work/school recently due to the overwhelming workload and stress. It's been difficult to manage all the tasks and assignments, so I've had to take some personal days off to recuperate and regroup.",DECISION: 0
252,0,0,Managing work/school,I hardly ever show up in my class.,"Follow-up: I hardly ever show up in my class due to a combination of reasons. Firstly, I am a night owl and have difficulty waking up early for morning classes. Secondly, I have a part-time job that sometimes clashes with my class schedule. Lastly, I also find it hard to concentrate in a traditional classroom setting, and I often end up zoning out or getting distracted.",DECISION: 0
253,1,1,Managing work/school,I don't go to work.,"Follow-up: I have been learning to play the guitar during my spare time. It's been quite an interesting journey, and I am really enjoying it.",DECISION: 1
254,1,1,Managing work/school,I'm fired.,"Follow-up: I recently started learning to play the guitar. It's been an exciting journey so far, and music has a soothing effect on my mind. It's becoming a source of comfort for me.",DECISION: 1
255,0,0,Having work-life balance,I don't ask for days off.,"Follow-up: I don't ask for days off because I am focused on building my career right now and I feel the need to constantly prove my worth. However, I understand that this is not healthy in the long run as everyone needs time to relax and rejuvenate. I am working on finding ways to maintain a better work-life balance.",DECISION: 0
256,1,0,Having work-life balance,I haven't had a break recently,"Follow-up: Last month, I adopted a dog from the local shelter. He's a golden retriever, and he's brought so much joy into my life. He's energetic and always ready to play. It's been a great stress reliever.",DECISION: 0
257,1,0,Having work-life balance,I don't have a vacation for a long time.,Follow-up: I enjoy playing guitar in my spare time. It's a hobby that I picked up a few years ago and it's been a great source of relaxation for me.,DECISION: 0
258,1,0,Having work-life balance,I am too busy to take a break.,"Follow-up: Apart from work, I have recently started learning to cook. It's something I've always wanted to do. I find it therapeutic and it helps me relax after a long day.",DECISION: 0
259,1,0,Having work-life balance,I have no time to take a vacation.,"Follow-up: I've been trying to learn guitar recently. It's a hobby I've always wanted to pick up, but never seemed to have the time for. Now, I've decided to set aside some time each day for practice.",DECISION: 0
260,0,0,Having work-life balance,It's been a long time from last vacation.,"Follow-up: I have been working extensively for the past few months and I have not had the opportunity to take some time off. The workload and deadlines have been consistent, which has made it difficult to find a suitable time to relax and rejuvenate. I haven't had a break to unwind and spend time with my loved ones, or even to pursue my hobbies. This lack of balance has been quite draining and I really miss having leisure time.",DECISION: 0
261,1,0,Having work-life balance,I just don't have spare time to take a vacation.,"Follow-up: I am planning to start a new hobby, perhaps painting or gardening. I have always found these activities therapeutic and calming.",DECISION: 0
