idx,stage,y_true,y_pred,statement,candidate,raw
131,stage2,0,0,I don't know what are coping skills. I am not sure what is counted as coping skills. ,"Is it true that I don't have any coping skills, or is it more that I'm not aware of the skills I already use or could use? I might start to take notes on the skills I used when I am stressed or anxious?",DECISION: 0
132,stage2,0,0,"I've been feeling overwhelmed with stress at work and at home. Last night, after a particularly difficult day, I found myself scratching my arm with my nails, causing some redness and minor injury.",There are several ways to manage stress and emotional pain that are safer and more beneficial. Or I can try to cut my nails more often to prevent the injuries.,DECISION: 0
133,stage2,0,0,"Last week, after a major argument with my family, I felt so distressed and alone that I punched the walls as a way to escape my pain.",I know hurting myself is not the good way of reliefing bad feelings. There are people who can help and strategies that can provide relief and hope. It's important to reach out for professional support immediately.,DECISION: 0
134,stage2,1,1,"Yes, I tried to hurt myself. My boyfriend just broke up with me. He deleted my contact information and blocked me. I cannot get in touch with him by any chance. I am hopeless. I love him so much. I feel it is the end of the world and I don't know how can I live without him. We have been with each other so long. And he just disappeared.","I don't know how to challenge myself. I feel I am dead, or at least a walking dead. I need someone help me to retrieve him.",DECISION: 1
135,stage2,0,0,I have been arrested. I was drunk driving and got caught.,Maybe it's not about getting unlucky or not and it's really about not drinking and driving. How do I know for sure that I drive properly after drinking?,DECISION: 0
136,stage2,1,1,I got arrested because I had a fight with someone on the street. I punched the guy because he insulted me.,I know it's illegal to fight. Fighting cause injuries for both parties. But I don't care.,DECISION: 1
137,stage2,0,0,I got a ticket because hit and ran. I hit into the front car when I left work last week. I was super tired and my mind was not clear. I was so scared after the accident.,"Running away from problems might seem easy now, but it can really backfire with worse legal trouble and feeling guilty. It's totally normal to feel scared and all mixed up in these situations. But acting out of fear isn't the way to go. Owning up to what I did is super important.",DECISION: 0
138,stage2,0,0, I was recently given a speeding ticket. I was driving above the speed limit on my way to an important meeting. I feel extremely frustrated and angry at myself for not being more careful.,"Receiving a speeding ticket is definitely an inconvenience and a financial burden, it's not the end of the world. It's a common mistake that many people make. ",DECISION: 0
139,stage2,0,0,"I recently found out I'm being sued for a minor car accident that happened a few months ago. I thought the issue was resolved since there was minimal damage and no one was hurt. Now, I'm facing a legal battle that I feel completely unprepared for.","Yeah, getting sued sounds scary, but it's not always as bad as it seems. A lot of times, these legal issues, especially the small ones, get sorted out without turning everything upside down.",DECISION: 0
140,stage2,0,0,"Recently, I've been neglecting my personal hygiene. I skip showers, don't change clothes often, and sometimes forget to brush my teeth. I've been feeling down and unmotivated, and it just feels like too much effort to take care of myself.","While it's understandable to feel unmotivated, especially when I'm feeling down, neglecting personal hygiene can actually contribute to those negative feelings.",DECISION: 0
141,stage2,0,0,"Lately, during the winter time I've been really slack with my personal hygiene. I sometimes go a few days without showering and often wear the same clothes repeatedly. It is cold after shower.",Emm. I notice that I start to have more acnes on my back and on my face. Probably it is because I am not taking shower that often.,DECISION: 0
142,stage2,1,1,"For the past few weeks, I've been working from home and I find myself staying in pajamas all day. I haven't been combing my hair or even washing my face regularly. It's just me at home and I don't need to turn on my camera during my Zoom meetings, so I keep thinking, why bother?",I feel comfortable this way. I don't want to waste my time on my apperance. I just want to spend my time on more things I care.,DECISION: 1
143,stage2,0,0,I haven't really exercised in weeks. I've been super busy with work and just can't find the time. Every evening I just feel too drained to even think about working out.,"Okay, let's think about this for a second. It's easy to feel like too busy or too tired, but some exercise doesn't have to be a huge commitment. Maybe I can start to walk to work instead of driving?",DECISION: 0
144,stage2,0,1,I don't exercise for a while. I am too fat. I feel awkward to go to the gym.,Maybe I can find some weight-loss classes? These classes may prepared for overweight clients like me.,DECISION: 1
145,stage2,0,0,"Right, so I haven't exercised in months. I got really busy with work and just fell out of my routine. Now, when I think about starting again, it just feels overwhelming. I used to be so good at sticking to my workout schedule.",It's not all-or-nothing – even a little exercise is better than none. I can start with some small goals instead of directly achieving something big. ,DECISION: 0
